Date,Year,Month,Quarter,Product_Category,Region,Sales,Units_Sold,Marketing_Spend,Promotions,Price_Per_Unit,Customer_Count,Previous_Month_Sales
2020-01,2020,1,1,Home,North,34697,536,4774,2,64.73,123,0
2020-01,2020,1,1,Home,South,32837,354,4792,3,92.76,87,0
2020-01,2020,1,1,Home,East,38201,441,4759,2,86.62,52,0
2020-01,2020,1,1,Home,West,32111,353,2060,0,90.97,41,0
2020-01,2020,1,1,Home,Central,29165,328,3642,1,88.92,49,0
2020-01,2020,1,1,Food,North,35368,1417,2539,0,24.96,193,0
2020-01,2020,1,1,Food,South,30295,491,4448,0,61.7,56,0
2020-01,2020,1,1,Food,East,27828,357,2974,1,77.95,46,0
2020-01,2020,1,1,Food,West,33559,484,2401,1,69.34,58,0
2020-01,2020,1,1,Food,Central,28223,607,1575,1,46.5,124,0
2020-01,2020,1,1,Beauty,North,31689,767,4103,1,41.32,142,0
2020-01,2020,1,1,Beauty,South,27000,1135,1356,2,23.79,145,0
2020-01,2020,1,1,Beauty,East,29025,433,1897,3,67.03,103,0
2020-01,2020,1,1,Beauty,West,22538,237,2355,2,95.1,43,0
2020-01,2020,1,1,Beauty,Central,21263,358,2674,1,59.39,69,0
2020-02,2020,2,1,Electronics,North,52799,628,4920,1,84.07,102,0
2020-02,2020,2,1,Electronics,South,50327,2320,7190,1,21.69,597,0
2020-02,2020,2,1,Electronics,East,65926,1295,8663,2,50.91,382,0
2020-02,2020,2,1,Electronics,West,43883,1729,4417,0,25.38,495,0
2020-02,2020,2,1,Electronics,Central,59027,1114,4028,1,52.99,161,0
2020-02,2020,2,1,Clothing,North,40948,464,5837,1,88.25,83,0
2020-02,2020,2,1,Clothing,South,35409,354,2366,2,100.03,62,0
2020-02,2020,2,1,Clothing,East,51489,550,6883,0,93.62,68,0
2020-02,2020,2,1,Clothing,West,34953,1021,3928,2,34.23,116,0
2020-02,2020,2,1,Clothing,Central,46780,499,2526,2,93.75,50,0
2020-02,2020,2,1,Home,North,38531,1448,2020,2,26.61,361,0
2020-02,2020,2,1,Home,South,34944,1612,2890,2,21.68,219,0
2020-02,2020,2,1,Home,East,36139,1749,4898,3,20.66,247,0
2020-02,2020,2,1,Home,West,28271,384,1794,2,73.62,86,0
2020-02,2020,2,1,Home,Central,33461,548,4063,2,61.06,75,0
2020-02,2020,2,1,Food,North,35575,627,2759,3,56.74,158,0
2020-02,2020,2,1,Food,South,27304,727,2322,0,37.56,94,0
2020-02,2020,2,1,Food,East,37013,1125,2612,2,32.9,310,0
2020-02,2020,2,1,Food,West,27607,996,1853,0,27.72,144,0
2020-02,2020,2,1,Food,Central,28687,992,2065,0,28.92,123,0
2020-02,2020,2,1,Beauty,North,28717,353,3587,2,81.35,94,0
2020-02,2020,2,1,Beauty,South,22648,833,1608,1,27.19,206,0
2020-02,2020,2,1,Beauty,East,26562,904,3416,2,29.38,138,0
2020-02,2020,2,1,Beauty,West,19801,303,2783,3,65.35,43,0
2020-02,2020,2,1,Beauty,Central,25298,308,3406,2,82.14,84,0
2020-03,2020,3,1,Electronics,North,83126,1185,7178,3,70.15,346,0
2020-03,2020,3,1,Electronics,South,80370,2584,10310,2,31.1,602,0
2020-03,2020,3,1,Electronics,East,90319,2292,8703,2,39.41,256,0
2020-03,2020,3,1,Electronics,West,57327,910,6785,0,63.0,101,0
2020-03,2020,3,1,Electronics,Central,78943,2531,5391,2,31.19,665,0
2020-03,2020,3,1,Clothing,North,63337,664,5319,1,95.39,137,0
2020-03,2020,3,1,Clothing,South,53827,1420,7348,2,37.91,396,0
2020-03,2020,3,1,Clothing,East,66219,2429,6000,3,27.26,442,0
2020-03,2020,3,1,Clothing,West,45098,826,3227,1,54.6,107,0
2020-03,2020,3,1,Clothing,Central,59033,2556,2956,2,23.1,420,0
2020-03,2020,3,1,Home,North,58551,594,8208,2,98.57,123,0
2020-03,2020,3,1,Home,South,47219,562,3885,2,84.02,101,0
2020-03,2020,3,1,Home,East,63606,749,3559,1,84.92,182,0
2020-03,2020,3,1,Home,West,42467,478,6328,2,88.84,60,0
2020-03,2020,3,1,Home,Central,43758,453,5194,2,96.6,127,0
2020-03,2020,3,1,Food,North,45447,567,3083,1,80.15,122,0
2020-03,2020,3,1,Food,South,46523,1414,6948,1,32.9,381,0
2020-03,2020,3,1,Food,East,56907,896,5159,2,63.51,262,0
2020-03,2020,3,1,Food,West,39573,405,5154,2,97.71,99,0
2020-03,2020,3,1,Food,Central,47479,967,5383,1,49.1,284,0
2020-03,2020,3,1,Beauty,North,34709,903,5061,0,38.44,222,0
2020-03,2020,3,1,Beauty,South,43604,489,5887,0,89.17,61,0
2020-03,2020,3,1,Beauty,East,45465,948,3551,1,47.96,111,0
2020-03,2020,3,1,Beauty,West,36558,404,1975,1,90.49,105,0
2020-03,2020,3,1,Beauty,Central,29671,1387,3770,1,21.39,351,0
2020-04,2020,4,2,Electronics,North,85101,864,4348,0,98.5,168,0
2020-04,2020,4,2,Electronics,South,76257,3644,5034,2,20.93,523,0
2020-04,2020,4,2,Electronics,East,89266,3025,11886,3,29.51,895,0
2020-04,2020,4,2,Electronics,West,67644,713,5745,2,94.87,106,0
2020-04,2020,4,2,Electronics,Central,69896,897,8628,1,77.92,173,0
2020-04,2020,4,2,Clothing,North,59315,636,5324,2,93.26,180,0
2020-04,2020,4,2,Clothing,South,54021,728,5070,1,74.2,169,0
2020-04,2020,4,2,Clothing,East,54317,647,3124,1,83.95,77,0
2020-04,2020,4,2,Clothing,West,48502,1001,6805,2,48.45,134,0
2020-04,2020,4,2,Clothing,Central,53719,556,3583,4,96.62,63,0
2020-04,2020,4,2,Home,North,57506,2046,5674,2,28.11,274,0
2020-04,2020,4,2,Home,South,49095,793,7331,2,61.91,178,0
2020-04,2020,4,2,Home,East,57379,1487,5731,0,38.59,331,0
2020-04,2020,4,2,Home,West,42150,966,5366,2,43.63,133,0
2020-04,2020,4,2,Home,Central,52440,815,6987,2,64.34,139,0
2020-04,2020,4,2,Food,North,55666,1571,7863,1,35.43,355,0
2020-04,2020,4,2,Food,South,42113,642,3238,0,65.6,169,0
2020-04,2020,4,2,Food,East,56017,1062,6811,2,52.75,144,0
2020-04,2020,4,2,Food,West,36240,1598,4817,1,22.68,389,0
2020-04,2020,4,2,Food,Central,42100,532,4399,4,79.14,102,0
2020-04,2020,4,2,Beauty,North,42672,468,3444,2,91.18,100,0
2020-04,2020,4,2,Beauty,South,35626,409,2796,1,87.11,46,0
2020-04,2020,4,2,Beauty,East,47418,620,5157,2,76.48,137,0
2020-04,2020,4,2,Beauty,West,33901,1402,4481,3,24.18,221,0
2020-04,2020,4,2,Beauty,Central,34692,816,2537,3,42.51,155,0
2020-05,2020,5,2,Electronics,North,84914,1425,5604,2,59.59,357,0
2020-05,2020,5,2,Electronics,South,76719,2089,9227,3,36.73,548,0
2020-05,2020,5,2,Electronics,East,82080,1406,9717,2,58.38,408,0
2020-05,2020,5,2,Electronics,West,66130,882,5935,2,74.98,127,0
2020-05,2020,5,2,Electronics,Central,75459,1032,8876,3,73.12,282,0
2020-05,2020,5,2,Clothing,North,82043,897,4881,0,91.46,109,0
2020-05,2020,5,2,Clothing,South,52114,1415,5335,1,36.83,340,0
2020-05,2020,5,2,Clothing,East,58414,2288,4104,2,25.53,342,0
2020-05,2020,5,2,Clothing,West,45612,1460,5219,2,31.24,321,0
2020-05,2020,5,2,Clothing,Central,54746,819,6732,2,66.84,239,0
2020-05,2020,5,2,Home,North,52181,943,3662,1,55.34,229,0
2020-05,2020,5,2,Home,South,48426,497,3310,1,97.44,76,0
2020-05,2020,5,2,Home,East,52331,636,7269,1,82.28,159,0
2020-05,2020,5,2,Home,West,40239,406,2450,0,99.11,68,0
2020-05,2020,5,2,Home,Central,45000,623,3901,2,72.23,158,0
2020-05,2020,5,2,Food,North,58332,1446,4949,1,40.34,300,0
2020-05,2020,5,2,Food,South,50349,652,2790,1,77.22,179,0
2020-05,2020,5,2,Food,East,49851,1069,3924,3,46.63,159,0
2020-05,2020,5,2,Food,West,36587,377,5079,1,97.05,46,0
2020-05,2020,5,2,Food,Central,39513,465,2476,1,84.97,70,0
2020-05,2020,5,2,Beauty,North,47721,912,3169,1,52.33,162,0
2020-05,2020,5,2,Beauty,South,37283,1006,4683,1,37.06,138,0
2020-05,2020,5,2,Beauty,East,51321,534,4945,2,96.11,107,0
2020-05,2020,5,2,Beauty,West,33922,596,3572,3,56.92,114,0
2020-05,2020,5,2,Beauty,Central,34844,404,3023,3,86.25,109,0
2020-06,2020,6,2,Electronics,North,72627,1151,6774,2,63.1,318,0
2020-06,2020,6,2,Electronics,South,64391,1612,7553,2,39.94,447,0
2020-06,2020,6,2,Electronics,East,75462,1598,6628,1,47.22,361,0
2020-06,2020,6,2,Electronics,West,60603,2620,6260,2,23.13,305,0
2020-06,2020,6,2,Electronics,Central,62972,816,4118,0,77.17,159,0
2020-06,2020,6,2,Clothing,North,56980,1862,5090,2,30.6,331,0
2020-06,2020,6,2,Clothing,South,51900,924,3917,1,56.17,200,0
2020-06,2020,6,2,Clothing,East,71026,735,5877,3,96.63,188,0
2020-06,2020,6,2,Clothing,West,46870,508,6424,1,92.26,145,0
2020-06,2020,6,2,Clothing,Central,59305,767,8194,3,77.32,159,0
2020-06,2020,6,2,Home,North,69814,1129,7487,1,61.84,237,0
2020-06,2020,6,2,Home,South,48945,2235,4358,1,21.9,428,0
2020-06,2020,6,2,Home,East,62336,815,4536,3,76.49,93,0
2020-06,2020,6,2,Home,West,42259,479,4917,2,88.22,84,0
2020-06,2020,6,2,Home,Central,64151,1226,7061,2,52.33,205,0
2020-06,2020,6,2,Food,North,47400,532,6481,2,89.1,73,0
2020-06,2020,6,2,Food,South,38104,445,2107,1,85.63,76,0
2020-06,2020,6,2,Food,East,44511,1444,4274,1,30.82,350,0
2020-06,2020,6,2,Food,West,33467,717,2260,2,46.68,166,0
2020-06,2020,6,2,Food,Central,42853,448,2231,5,95.65,92,0
2020-06,2020,6,2,Beauty,North,37431,428,3119,2,87.46,110,0
2020-06,2020,6,2,Beauty,South,38163,973,5706,3,39.22,100,0
2020-06,2020,6,2,Beauty,East,42717,2075,4958,1,20.59,480,0
2020-06,2020,6,2,Beauty,West,32156,354,4790,2,90.84,81,0
2020-06,2020,6,2,Beauty,Central,37656,476,4664,1,79.11,58,0
2020-07,2020,7,3,Electronics,North,87098,1055,5269,0,82.56,266,0
2020-07,2020,7,3,Electronics,South,82128,1015,11535,0,80.91,281,0
2020-07,2020,7,3,Electronics,East,89257,1862,11487,0,47.94,473,0
2020-07,2020,7,3,Electronics,West,63299,1424,8378,1,44.45,381,0
2020-07,2020,7,3,Electronics,Central,83824,1297,12242,0,64.63,179,0
2020-07,2020,7,3,Clothing,North,64980,1018,6281,0,63.83,168,0
2020-07,2020,7,3,Clothing,South,56717,1017,7243,0,55.77,227,0
2020-07,2020,7,3,Clothing,East,69588,1246,9790,1,55.85,288,0
2020-07,2020,7,3,Clothing,West,49542,611,7348,1,81.08,73,0
2020-07,2020,7,3,Clothing,Central,63954,1314,3769,1,48.67,210,0
2020-07,2020,7,3,Home,North,63310,985,6528,1,64.27,114,0
2020-07,2020,7,3,Home,South,46067,1949,5738,0,23.64,416,0
2020-07,2020,7,3,Home,East,54095,1074,7873,2,50.37,114,0
2020-07,2020,7,3,Home,West,46145,1449,2767,1,31.85,197,0
2020-07,2020,7,3,Home,Central,48715,528,4137,2,92.26,119,0
2020-07,2020,7,3,Food,North,51693,1791,4122,2,28.86,270,0
2020-07,2020,7,3,Food,South,37038,451,2187,1,82.12,105,0
2020-07,2020,7,3,Food,East,46449,547,2562,2,84.92,73,0
2020-07,2020,7,3,Food,West,36306,629,5434,4,57.72,87,0
2020-07,2020,7,3,Food,Central,44807,1645,3953,2,27.24,360,0
2020-07,2020,7,3,Beauty,North,31175,489,3024,2,63.75,84,0
2020-07,2020,7,3,Beauty,South,31637,1468,3098,0,21.55,160,0
2020-07,2020,7,3,Beauty,East,49025,1083,5767,3,45.27,314,0
2020-07,2020,7,3,Beauty,West,42173,1266,3323,2,33.31,145,0
2020-07,2020,7,3,Beauty,Central,30855,525,3394,1,58.77,116,0
2020-08,2020,8,3,Electronics,North,70483,758,9179,2,92.99,194,0
2020-08,2020,8,3,Electronics,South,71184,1052,5904,0,67.67,263,0
2020-08,2020,8,3,Electronics,East,75353,988,9831,1,76.27,218,0
2020-08,2020,8,3,Electronics,West,72041,1619,7509,0,44.5,312,0
2020-08,2020,8,3,Electronics,Central,80403,996,7157,2,80.73,294,0
2020-08,2020,8,3,Clothing,North,60952,1605,3583,1,37.98,426,0
2020-08,2020,8,3,Clothing,South,48782,1060,3307,2,46.02,125,0
2020-08,2020,8,3,Clothing,East,54509,1210,6496,1,45.05,206,0
2020-08,2020,8,3,Clothing,West,49628,594,5137,0,83.55,112,0
2020-08,2020,8,3,Clothing,Central,57441,977,3843,0,58.79,268,0
2020-08,2020,8,3,Home,North,51380,1694,5447,3,30.33,407,0
2020-08,2020,8,3,Home,South,49148,1873,3630,1,26.24,504,0
2020-08,2020,8,3,Home,East,54438,998,5556,1,54.55,261,0
2020-08,2020,8,3,Home,West,42206,531,4049,0,79.48,152,0
2020-08,2020,8,3,Home,Central,54150,630,5467,1,85.95,132,0
2020-08,2020,8,3,Food,North,44857,562,4127,1,79.82,64,0
2020-08,2020,8,3,Food,South,45814,561,5401,2,81.66,71,0
2020-08,2020,8,3,Food,East,48923,602,3478,0,81.27,81,0
2020-08,2020,8,3,Food,West,36849,657,4556,3,56.09,150,0
2020-08,2020,8,3,Food,Central,45746,684,4272,1,66.88,153,0
2020-08,2020,8,3,Beauty,North,41205,1797,3279,2,22.93,244,0
2020-08,2020,8,3,Beauty,South,35877,874,3584,2,41.05,179,0
2020-08,2020,8,3,Beauty,East,38012,409,3985,1,92.94,80,0
2020-08,2020,8,3,Beauty,West,33415,505,3666,2,66.17,150,0
2020-08,2020,8,3,Beauty,Central,41883,499,5949,1,83.93,123,0
2020-09,2020,9,3,Electronics,North,87083,871,11723,3,99.98,242,0
2020-09,2020,9,3,Electronics,South,70768,714,6030,1,99.11,128,0
2020-09,2020,9,3,Electronics,East,84389,1297,10880,0,65.06,298,0
2020-09,2020,9,3,Electronics,West,57285,1797,8294,1,31.88,225,0
2020-09,2020,9,3,Electronics,Central,85815,1138,11859,0,75.41,270,0
2020-09,2020,9,3,Clothing,North,73566,2592,5400,1,28.38,648,0
2020-09,2020,9,3,Clothing,South,58662,1501,5193,2,39.08,400,0
2020-09,2020,9,3,Clothing,East,69347,981,6903,2,70.69,255,0
2020-09,2020,9,3,Clothing,West,41635,518,4271,0,80.38,118,0
2020-09,2020,9,3,Clothing,Central,55911,1353,7574,1,41.32,332,0
2020-09,2020,9,3,Home,North,48902,849,3914,2,57.6,246,0
2020-09,2020,9,3,Home,South,36187,412,3503,2,87.83,97,0
2020-09,2020,9,3,Home,East,55736,1010,5779,2,55.18,258,0
2020-09,2020,9,3,Home,West,47897,538,7028,1,89.03,97,0
2020-09,2020,9,3,Home,Central,47665,1313,5708,2,36.3,355,0
2020-09,2020,9,3,Food,North,43697,523,5914,0,83.55,83,0
2020-09,2020,9,3,Food,South,44663,471,4224,1,94.83,85,0
2020-09,2020,9,3,Food,East,42474,1066,5646,3,39.84,243,0
2020-09,2020,9,3,Food,West,41768,734,4085,1,56.9,127,0
2020-09,2020,9,3,Food,Central,42228,619,2734,2,68.22,150,0
2020-09,2020,9,3,Beauty,North,46936,1947,5848,1,24.11,334,0
2020-09,2020,9,3,Beauty,South,35914,453,5308,1,79.28,78,0
2020-09,2020,9,3,Beauty,East,47390,2173,4094,2,21.81,288,0
2020-09,2020,9,3,Beauty,West,35552,422,3344,1,84.25,121,0
2020-09,2020,9,3,Beauty,Central,33839,520,4143,2,65.08,103,0
2020-10,2020,10,4,Electronics,North,78634,954,10834,2,82.43,203,0
2020-10,2020,10,4,Electronics,South,69847,1406,8698,3,49.68,188,0
2020-10,2020,10,4,Electronics,East,96121,1693,13451,3,56.78,261,0
2020-10,2020,10,4,Electronics,West,49379,520,5252,2,94.96,138,0
2020-10,2020,10,4,Electronics,Central,86378,3637,8594,1,23.75,805,0
2020-10,2020,10,4,Clothing,North,53391,538,5206,3,99.24,130,0
2020-10,2020,10,4,Clothing,South,60114,747,3449,0,80.47,81,0
2020-10,2020,10,4,Clothing,East,74464,2969,6962,1,25.08,850,0
2020-10,2020,10,4,Clothing,West,57743,1144,7382,2,50.47,330,0
2020-10,2020,10,4,Clothing,Central,59126,637,8715,1,92.82,96,0
2020-10,2020,10,4,Home,North,75422,985,5220,1,76.57,153,0
2020-10,2020,10,4,Home,South,49803,1053,2760,1,47.3,113,0
2020-10,2020,10,4,Home,East,59177,1994,8858,0,29.68,400,0
2020-10,2020,10,4,Home,West,47104,1898,6128,0,24.82,392,0
2020-10,2020,10,4,Home,Central,57547,1330,8105,1,43.27,385,0
2020-10,2020,10,4,Food,North,49283,532,3361,3,92.64,62,0
2020-10,2020,10,4,Food,South,38716,397,4948,1,97.52,114,0
2020-10,2020,10,4,Food,East,61345,877,5798,3,69.95,155,0
2020-10,2020,10,4,Food,West,42783,2026,6111,2,21.12,566,0
2020-10,2020,10,4,Food,Central,42215,687,3005,0,61.45,146,0
2020-10,2020,10,4,Beauty,North,42105,632,4490,1,66.62,139,0
2020-10,2020,10,4,Beauty,South,39878,893,4416,2,44.66,205,0
2020-10,2020,10,4,Beauty,East,52218,1725,6117,1,30.27,436,0
2020-10,2020,10,4,Beauty,West,38654,770,3736,2,50.2,104,0
2020-10,2020,10,4,Beauty,Central,38813,1820,4727,2,21.33,445,0
2020-11,2020,11,4,Electronics,North,191678,5106,18043,0,37.54,1179,0
2020-11,2020,11,4,Electronics,South,194835,5507,15194,2,35.38,885,0
2020-11,2020,11,4,Electronics,East,235720,2972,23092,0,79.31,710,0
2020-11,2020,11,4,Electronics,West,181041,1910,15205,2,94.79,521,0
2020-11,2020,11,4,Electronics,Central,167507,3680,24992,2,45.52,644,0
2020-11,2020,11,4,Clothing,North,109484,1582,13940,1,69.21,174,0
2020-11,2020,11,4,Clothing,South,136785,6803,18556,1,20.11,1510,0
2020-11,2020,11,4,Clothing,East,164945,3971,19129,1,41.54,1077,0
2020-11,2020,11,4,Clothing,West,143758,2081,19361,2,69.08,461,0
2020-11,2020,11,4,Clothing,Central,124425,1300,10706,1,95.71,320,0
2020-11,2020,11,4,Home,North,124881,2180,10531,0,57.28,470,0
2020-11,2020,11,4,Home,South,100379,2100,13457,1,47.8,615,0
2020-11,2020,11,4,Home,East,139647,3919,8650,1,35.63,620,0
2020-11,2020,11,4,Home,West,112078,3846,15194,3,29.14,970,0
2020-11,2020,11,4,Home,Central,113023,5230,9266,1,21.61,1269,0
2020-11,2020,11,4,Food,North,141686,2690,9435,1,52.67,354,0
2020-11,2020,11,4,Food,South,99877,1451,7349,2,68.83,303,0
2020-11,2020,11,4,Food,East,128291,1973,9340,3,65.02,458,0
2020-11,2020,11,4,Food,West,80641,930,6462,1,86.71,224,0
2020-11,2020,11,4,Food,Central,109014,2044,8014,4,53.33,206,0
2020-11,2020,11,4,Beauty,North,95133,3718,11948,1,25.59,372,0
2020-11,2020,11,4,Beauty,South,93076,1169,5302,1,79.62,237,0
2020-11,2020,11,4,Beauty,East,114232,4200,6095,2,27.2,1247,0
2020-11,2020,11,4,Beauty,West,87719,2117,7951,1,41.44,325,0
2020-11,2020,11,4,Beauty,Central,96837,1671,5974,0,57.95,299,0
2020-12,2020,12,4,Electronics,North,223037,4653,22998,0,47.93,559,0
2020-12,2020,12,4,Electronics,South,191499,2894,23480,0,66.17,550,0
2020-12,2020,12,4,Electronics,East,197146,3108,18612,0,63.43,829,0
2020-12,2020,12,4,Electronics,West,158487,1749,17642,2,90.62,371,0
2020-12,2020,12,4,Electronics,Central,208429,3337,11147,0,62.46,520,0
2020-12,2020,12,4,Clothing,North,147362,2831,10486,1,52.05,401,0
2020-12,2020,12,4,Clothing,South,147067,1895,12939,2,77.61,404,0
2020-12,2020,12,4,Clothing,East,175513,2623,17159,1,66.91,559,0
2020-12,2020,12,4,Clothing,West,133871,6551,12728,3,20.44,1022,0
2020-12,2020,12,4,Clothing,Central,146994,1474,20413,2,99.72,310,0
2020-12,2020,12,4,Home,North,138990,3426,19555,2,40.57,812,0
2020-12,2020,12,4,Home,South,126984,1712,9090,2,74.17,471,0
2020-12,2020,12,4,Home,East,140128,2012,13307,1,69.65,344,0
2020-12,2020,12,4,Home,West,115058,3369,13944,2,34.15,392,0
2020-12,2020,12,4,Home,Central,145079,1645,16110,1,88.19,303,0
2020-12,2020,12,4,Food,North,104728,4000,10748,2,26.18,761,0
2020-12,2020,12,4,Food,South,101789,1878,7020,2,54.2,366,0
2020-12,2020,12,4,Food,East,118595,1440,17015,1,82.36,209,0
2020-12,2020,12,4,Food,West,95250,1895,10153,3,50.26,335,0
2020-12,2020,12,4,Food,Central,105521,1526,13579,1,69.15,370,0
2020-12,2020,12,4,Beauty,North,90703,4078,12447,2,22.24,1124,0
2020-12,2020,12,4,Beauty,South,85777,1740,7869,1,49.3,186,0
2020-12,2020,12,4,Beauty,East,103363,3735,6207,1,27.67,393,0
2020-12,2020,12,4,Beauty,West,87728,1698,9967,1,51.67,363,0
2020-12,2020,12,4,Beauty,Central,99869,3066,14941,2,32.57,900,0
2021-01,2021,1,1,Electronics,North,63322,1584,3258,2,39.98,298,0
2021-01,2021,1,1,Electronics,South,51572,1116,6608,1,46.21,251,0
2021-01,2021,1,1,Electronics,East,60885,649,9060,4,93.81,129,0
2021-01,2021,1,1,Electronics,West,55547,623,3429,2,89.16,130,0
2021-01,2021,1,1,Electronics,Central,56468,610,4468,2,92.57,84,0
2021-01,2021,1,1,Clothing,North,44330,615,3508,3,72.08,86,0
2021-01,2021,1,1,Clothing,South,35342,809,2886,2,43.69,116,0
2021-01,2021,1,1,Clothing,East,42773,498,4972,3,85.89,141,0
2021-01,2021,1,1,Clothing,West,35486,418,2620,2,84.89,125,0
2021-01,2021,1,1,Clothing,Central,38149,1706,4448,2,22.36,249,0
2021-01,2021,1,1,Home,North,40567,1450,5940,3,27.98,239,0
2021-01,2021,1,1,Home,South,33751,1070,2214,2,31.54,121,0
2021-01,2021,1,1,Home,East,36576,419,4560,1,87.29,89,0
2021-01,2021,1,1,Home,West,34737,910,2886,1,38.17,199,0
2021-01,2021,1,1,Home,Central,31346,483,1804,1,64.9,120,0
2021-01,2021,1,1,Food,North,39565,652,5538,0,60.68,133,0
2021-01,2021,1,1,Food,South,27992,332,3150,3,84.31,99,0
2021-01,2021,1,1,Food,East,35507,752,2086,0,47.22,88,0
2021-01,2021,1,1,Food,West,28370,402,4035,1,70.57,77,0
2021-01,2021,1,1,Food,Central,31692,1004,4329,4,31.57,235,0
2021-01,2021,1,1,Beauty,North,32740,628,2461,1,52.13,168,0
2021-01,2021,1,1,Beauty,South,22206,229,1644,1,96.97,28,0
2021-01,2021,1,1,Beauty,East,27898,342,3692,0,81.57,51,0
2021-01,2021,1,1,Beauty,West,25265,275,2663,2,91.87,62,0
2021-01,2021,1,1,Beauty,Central,29467,396,2167,1,74.41,83,0
2021-02,2021,2,1,Electronics,North,60071,2301,5894,0,26.11,350,0
2021-02,2021,2,1,Electronics,South,49092,1290,3437,2,38.06,292,0
2021-02,2021,2,1,Electronics,East,62513,710,8899,3,88.05,93,0
2021-02,2021,2,1,Electronics,West,49948,559,4472,1,89.35,57,0
2021-02,2021,2,1,Electronics,Central,46922,788,3705,2,59.55,221,0
2021-02,2021,2,1,Clothing,North,48837,718,3165,1,68.02,170,0
2021-02,2021,2,1,Clothing,South,35685,496,4423,2,71.95,64,0
2021-02,2021,2,1,Clothing,East,47109,494,2403,2,95.36,90,0
2021-02,2021,2,1,Clothing,West,37352,441,1941,3,84.7,126,0
2021-02,2021,2,1,Clothing,Central,39870,535,5296,0,74.52,91,0
2021-02,2021,2,1,Home,North,39414,428,4574,3,92.09,80,0
2021-02,2021,2,1,Home,South,35560,507,4618,3,70.14,85,0
2021-02,2021,2,1,Home,East,44348,534,3075,1,83.05,61,0
2021-02,2021,2,1,Home,West,33464,461,4609,2,72.59,80,0
2021-02,2021,2,1,Home,Central,36109,645,2156,2,55.98,97,0
2021-02,2021,2,1,Food,North,32937,429,2168,0,76.78,50,0
2021-02,2021,2,1,Food,South,30773,416,2407,2,73.97,121,0
2021-02,2021,2,1,Food,East,37288,1614,3906,0,23.1,185,0
2021-02,2021,2,1,Food,West,32241,472,2128,2,68.31,69,0
2021-02,2021,2,1,Food,Central,32497,1264,4767,1,25.71,305,0
2021-02,2021,2,1,Beauty,North,35103,520,2783,2,67.51,100,0
2021-02,2021,2,1,Beauty,South,21516,265,3006,0,81.19,45,0
2021-02,2021,2,1,Beauty,East,30301,311,2819,1,97.43,56,0
2021-02,2021,2,1,Beauty,West,23038,257,2912,2,89.64,50,0
2021-02,2021,2,1,Beauty,Central,26423,595,3297,0,44.41,136,0
2021-03,2021,3,1,Electronics,North,86877,1280,8030,1,67.87,328,0
2021-03,2021,3,1,Electronics,South,85001,3236,10130,2,26.27,453,0
2021-03,2021,3,1,Electronics,East,79513,3717,9975,3,21.39,578,0
2021-03,2021,3,1,Electronics,West,81034,1108,5311,2,73.14,234,0
2021-03,2021,3,1,Electronics,Central,82521,1068,9291,1,77.27,129,0
2021-03,2021,3,1,Clothing,North,49309,503,3792,2,98.03,107,0
2021-03,2021,3,1,Clothing,South,56429,752,5920,2,75.04,139,0
2021-03,2021,3,1,Clothing,East,59968,863,5589,0,69.49,118,0
2021-03,2021,3,1,Clothing,West,44697,467,5343,1,95.71,94,0
2021-03,2021,3,1,Clothing,Central,56427,2461,4101,2,22.93,431,0
2021-03,2021,3,1,Home,North,61920,623,5503,3,99.39,126,0
2021-03,2021,3,1,Home,South,42506,1138,5842,4,37.35,222,0
2021-03,2021,3,1,Home,East,72269,2337,8807,2,30.92,655,0
2021-03,2021,3,1,Home,West,50575,1333,5031,2,37.94,264,0
2021-03,2021,3,1,Home,Central,59192,2138,6895,2,27.69,407,0
2021-03,2021,3,1,Food,North,47410,660,5021,2,71.83,175,0
2021-03,2021,3,1,Food,South,44158,456,4025,0,96.84,117,0
2021-03,2021,3,1,Food,East,56390,832,7990,2,67.78,247,0
2021-03,2021,3,1,Food,West,49958,2051,5918,2,24.36,460,0
2021-03,2021,3,1,Food,Central,50827,1071,5858,1,47.46,114,0
2021-03,2021,3,1,Beauty,North,47770,542,2689,2,88.14,128,0
2021-03,2021,3,1,Beauty,South,42372,644,6281,1,65.8,78,0
2021-03,2021,3,1,Beauty,East,45444,691,3757,2,65.77,120,0
2021-03,2021,3,1,Beauty,West,33564,403,2856,1,83.29,56,0
2021-03,2021,3,1,Beauty,Central,38448,614,2995,1,62.62,103,0
2021-04,2021,4,2,Electronics,North,83278,2402,4236,2,34.67,376,0
2021-04,2021,4,2,Electronics,South,82657,1876,12032,1,44.06,307,0
2021-04,2021,4,2,Electronics,East,86584,2460,8227,1,35.2,574,0
2021-04,2021,4,2,Electronics,West,82697,898,5739,0,92.09,196,0
2021-04,2021,4,2,Electronics,Central,79427,902,11507,1,88.06,211,0
2021-04,2021,4,2,Clothing,North,64810,1004,6691,2,64.55,261,0
2021-04,2021,4,2,Clothing,South,58455,1127,8055,2,51.87,115,0
2021-04,2021,4,2,Clothing,East,65283,1179,6844,0,55.37,201,0
2021-04,2021,4,2,Clothing,West,56053,695,8167,3,80.65,126,0
2021-04,2021,4,2,Clothing,Central,59408,746,6273,2,79.64,166,0
2021-04,2021,4,2,Home,North,58771,1988,7220,2,29.56,414,0
2021-04,2021,4,2,Home,South,54416,704,2894,3,77.3,108,0
