Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
-123.9233,41.8052,49,3429,1646,4840,1147,7.61,500000
-123.6203,37.5611,2,325,103,24064,6364,0.1,46251.43
-117.9104,35.8829,49,1227,469,10997,4252,3.02,500000
-120.7775,38.4207,26,494,175,397,122,0.03,85265.77
-115.912,35.1451,42,312,122,4579,1505,1.0,448539.19
-120.329,35.6474,52,1382,503,3976,1384,5.37,500000
-119.5328,34.7792,10,789,300,18497,6998,1.83,500000
-123.5599,40.9958,37,10829,4350,828,175,4.62,500000
-115.7266,41.61,42,6665,2193,3085,998,3.3,500000
-118.696,41.2702,52,111,34,17303,4067,0.65,316913.23
-116.0203,41.5129,41,6822,2050,894,355,0.07,15000
-120.6065,41.7313,22,1895,935,17287,5340,3.58,500000
-120.3194,35.5797,23,7782,2966,3088,1211,2.41,500000
-119.543,36.0334,27,7276,2861,6969,2714,1.73,500000
-120.173,39.0784,16,6449,3032,3190,907,15.82,500000
-120.3378,34.8723,27,4340,1440,14697,5380,8.43,500000
-118.4671,35.254,45,16115,7860,416,115,1.65,500000
-121.9816,34.8065,41,14475,7044,19299,5760,0.15,19065.8
-120.2496,34.7367,32,552,165,6855,2224,6.83,500000
-116.1277,41.3145,26,12153,5429,276,89,0.37,15000
-114.301,38.2678,22,333,153,16224,5081,2.33,500000
-119.8878,35.2714,8,3557,1410,5940,1966,15.25,500000
-120.1946,35.9372,13,571,190,8054,1821,0.15,113594.16
-115.7929,37.2766,43,16272,4991,3625,885,14.86,500000
-123.8729,39.4556,19,13401,4375,5894,1614,0.11,23966.81
-124.2631,36.9926,18,7924,3133,10161,3754,3.55,500000
-118.2322,40.8716,12,3725,1723,132,48,0.17,34508.27
-120.8572,40.988,18,5674,2352,14591,3150,2.96,500000
-122.8908,36.3593,34,4776,1446,8260,1754,0.51,277245.52
-120.1055,32.7796,41,948,354,8288,2342,2.12,500000
-123.3626,36.5257,35,14738,5956,10865,2570,0.75,350945.71
-119.04,36.9203,37,9414,4271,2853,1080,13.54,500000
-116.3109,34.0344,17,522,232,3571,1193,2.62,500000
-114.5356,32.8918,31,12371,5663,333,109,3.21,500000
-120.5107,35.8601,13,4216,1295,18330,4093,5.82,500000
-114.3018,40.1876,39,4871,1911,6893,2141,4.66,500000
-122.229,39.3818,46,2891,963,2812,933,1.42,500000
-120.04,32.8415,34,5701,1801,25711,6554,2.67,500000
-122.0106,35.2912,24,5473,2024,4432,1568,8.54,500000
-116.5664,38.9709,48,1312,548,1179,323,6.29,500000
-120.9479,33.8834,48,6628,3102,24250,7701,7.56,500000
-120.6176,33.8532,39,18873,6459,5023,1613,2.35,500000
-117.6468,40.7195,5,20646,9684,15127,3690,2.39,500000
-121.303,35.5384,52,18246,8859,16015,5994,0.15,121792.34
-123.3118,41.1591,36,6158,2944,404,140,1.36,500000
-122.8301,38.7488,44,811,362,10131,3775,4.11,500000
-120.9627,40.7423,6,3098,1213,1040,363,2.33,500000
-123.6501,40.5564,39,14031,6383,28164,10328,9.59,500000
-116.0494,37.9864,35,13282,5242,4187,1341,0.97,500000
-117.6921,41.3368,16,1211,406,15877,3787,0.18,25392.0
-115.8721,38.368,40,1651,528,5186,1142,1.27,500000
-123.7359,36.5848,8,1015,321,1355,348,8.43,500000
-120.1504,38.9647,4,6897,2913,13403,3849,5.32,500000
-114.4856,33.6605,22,561,227,22283,7198,19.62,500000
-117.8691,36.3892,3,8556,2623,17667,6368,1.36,500000
-115.3752,41.493,4,3015,910,9473,3294,11.75,500000
-123.2346,32.6924,34,68,28,10792,3182,0.17,15000
-119.61,40.9961,2,7932,3116,3450,787,1.13,500000
-119.2577,37.6892,43,1396,449,1569,449,4.28,500000
-116.9532,35.7156,6,6891,2488,11644,4311,1.52,500000
-120.8381,33.7969,24,2108,830,2795,1112,2.4,500000
-117.3028,38.9345,47,1489,549,1279,508,8.48,500000
-117.7474,33.8211,14,3508,1716,24112,5195,2.04,500000
-120.6802,34.4603,15,2333,1097,11223,4013,25.32,500000
-118.3862,33.665,29,2595,1041,3615,1152,2.04,500000
-121.3901,41.1644,45,14026,5265,13961,4044,6.73,500000
-119.7391,36.7818,2,11836,5646,652,193,0.15,172016.92
-116.9368,41.7589,39,1435,503,35879,9389,0.68,197754.83
-120.6927,36.4242,46,846,357,30234,6977,4.82,500000
-114.8484,36.2458,25,5411,2113,691,196,4.01,500000
-123.7158,36.8331,34,1048,321,17094,5696,2.73,500000
-116.6405,33.2128,23,13667,4875,627,150,21.66,500000
-120.6006,39.2226,50,5931,2730,3428,1344,2.72,500000
-115.5849,35.3088,11,4462,1814,25588,6659,0.94,373583.67
-123.8462,38.7503,52,604,258,4012,1369,1.92,500000
-119.0985,38.726,33,4057,1993,14494,5154,1.49,500000
-117.8458,35.119,22,7299,2406,31425,8476,0.35,143858.04
-124.2116,41.5244,40,733,360,24196,5320,5.48,500000
-115.3716,36.004,20,298,129,2618,606,6.26,500000
-121.4614,35.2561,1,4020,1634,8896,3349,1.94,500000
-120.4838,39.6287,32,11052,4605,2918,1056,1.62,500000
-116.1037,34.1091,22,4018,1265,16483,3469,8.13,500000
-123.5589,40.1195,15,3861,1408,22265,8220,2.93,500000
-124.2065,33.1439,43,1266,525,31904,7785,6.94,500000
-118.8814,39.5295,46,620,207,24696,6673,2.88,500000
-123.2597,34.317,15,14216,4449,1685,422,18.4,500000
-121.0917,32.9063,10,12280,4945,5181,1962,5.42,500000
-120.7111,37.406,14,2213,1076,2443,962,4.72,500000
-115.8062,37.8109,13,565,276,13736,5132,0.03,15000
-121.7618,41.7627,4,3701,1608,11100,4325,9.12,500000
-115.4719,39.9595,12,1096,451,9839,2480,1.42,500000
-115.6945,36.1489,31,2051,720,12315,3076,0.41,54786.34
-122.491,36.8736,31,1573,736,1662,534,4.95,500000
-119.9455,33.4911,34,6307,2356,1958,483,1.65,500000
-122.8792,32.972,9,6664,2819,2294,705,1.79,500000
-123.7176,41.7699,4,17029,7479,7972,2855,0.99,412114.73
-115.3054,35.547,51,7169,3580,1709,387,2.57,500000
-115.6018,37.6509,6,6260,2227,1692,424,2.22,500000
-120.3063,37.4078,17,2381,833,16537,5313,2.98,500000
-118.1749,34.1676,24,4085,1810,11794,4664,7.27,500000
-117.9207,34.0887,11,188,83,4154,1524,2.04,500000
-119.7649,33.2604,1,13142,4526,686,168,5.61,500000
-114.6129,36.4525,11,7603,3364,4416,1548,2.5,500000
-118.2584,41.0352,21,9712,4294,15591,4250,2.33,500000
-117.5354,40.4472,50,606,214,708,142,0.38,229993.27
-117.5404,41.3166,49,2457,928,2072,725,5.9,500000
-119.4985,40.9194,18,15845,7136,2184,743,5.58,500000
-122.8337,39.7798,36,13226,6487,8062,2789,3.15,500000
-117.523,36.6508,34,10619,4567,19926,6944,2.23,500000
-124.1707,37.6551,10,8604,4069,3036,1016,5.04,500000
-121.9893,34.3566,31,6737,2145,20524,4834,5.47,500000
-121.8961,35.119,17,2086,980,26748,7695,2.41,500000
-116.1231,38.4212,11,1655,621,6407,1837,6.03,500000
-117.9096,41.0754,24,2775,1028,5189,1979,12.98,500000
-121.6213,40.1126,20,1632,805,10113,3006,1.18,500000
-115.3149,39.2775,51,6724,2280,7255,2438,3.75,500000
-121.8584,35.7098,32,1680,734,587,138,8.61,500000
-116.5696,35.9871,3,336,101,1904,685,1.9,500000
-119.2475,38.6927,23,4792,2077,6226,2379,5.54,500000
-122.9535,35.715,18,5788,2518,9520,2104,0.28,65700.71
-120.5438,38.1463,13,2887,1076,848,276,1.68,500000
-114.5935,37.5753,39,618,297,3036,1152,8.63,500000
-114.9223,34.9747,50,342,134,10770,3639,0.99,391007.66
-123.6878,40.3568,34,2110,1049,5757,2292,7.2,500000
-121.8722,35.2013,25,6659,2716,3161,710,10.23,500000
-121.257,33.6306,38,2335,1064,1035,358,0.17,101822.47
-116.7187,39.4967,40,5463,1709,13123,4855,6.29,500000
-121.5751,39.5092,48,5270,2599,8075,2364,6.37,500000
-121.8775,36.3827,26,15076,7019,24419,8053,4.14,500000
-115.0288,36.3356,14,1292,555,6381,1446,4.93,500000
-118.4206,41.8305,14,4191,1281,31360,10714,10.52,500000
-122.8907,40.1298,3,2118,840,2235,639,10.33,500000
-117.1723,34.2451,35,6256,1934,24260,7132,2.18,500000
-121.8457,37.3606,25,12073,5199,100,31,9.54,500000
-123.3707,37.829,45,4515,1772,12755,3086,7.41,500000
-116.3597,41.261,47,4960,2015,4926,1476,6.75,500000
-114.5659,41.2081,26,6555,2826,8249,2227,11.99,500000
-117.9826,37.7608,3,4053,1488,10593,3425,11.08,500000
-124.0256,38.5236,8,7728,2419,17069,6015,0.12,108222.69
-121.2669,38.6919,51,3420,1698,12302,3800,1.49,500000
-115.3901,41.6688,5,3492,1291,61,17,8.81,500000
-115.4195,40.5487,21,7019,3365,5406,1179,0.52,219265.98
-115.6072,41.4417,6,2425,732,1494,467,6.65,500000
-118.5185,32.6682,17,5811,2867,2059,580,6.76,500000
-114.5248,41.1208,28,3576,1326,7336,2727,5.24,500000
-117.4287,39.268,25,2152,875,2505,641,1.34,500000
-119.1305,37.7958,17,3871,1919,28739,9909,6.48,500000
-120.5197,40.2582,36,1610,532,502,136,0.93,442496.61
-119.1277,36.8957,23,1065,470,4722,1811,0.6,331773.61
-120.1564,37.1629,41,5102,1851,880,284,1.04,500000
-115.3912,40.0628,22,3891,1899,20069,7469,3.79,500000
-117.3303,37.5637,47,7728,2363,52386,17199,3.18,500000
-117.2877,35.9734,44,997,360,10250,2113,10.67,500000
-115.3335,37.1539,12,12,3,2032,712,4.98,500000
-120.8452,35.3554,19,4626,1604,1393,440,3.91,500000
-118.993,33.6049,40,135,53,8898,3202,1.4,500000
-119.1446,38.1449,10,4627,1913,17276,4193,3.29,500000
-122.4633,35.0113,39,1286,555,25382,6770,1.69,500000
-120.2918,39.4392,8,2023,649,7381,2461,1.52,500000
-120.1173,37.3452,52,1490,647,2616,779,2.87,500000
-120.9116,33.663,19,26461,8987,18423,6694,0.75,384578.6
-116.2791,41.7278,28,1024,403,17678,5629,14.44,500000
-118.3769,33.729,34,16786,5723,5153,1502,0.05,15000
-122.9552,37.4253,33,1096,343,31787,10066,4.83,500000
-115.8459,34.5507,1,1369,481,19661,6533,1.31,500000
-124.0795,39.0303,10,806,379,10938,3410,0.61,274751.83
-122.1253,35.8932,17,9217,4293,4346,1566,2.44,500000
-115.5102,39.7463,43,2429,818,8057,2432,7.77,500000
-117.4555,40.8842,31,4710,1774,6789,1813,3.67,500000
-118.4471,41.6955,48,980,337,17198,4084,4.3,500000
-115.5932,36.6917,41,1213,458,4800,1113,0.52,165526.82
-121.3972,40.7943,40,4189,1880,20036,5712,1.61,500000
-119.3483,33.9792,5,9064,3888,18888,4540,1.47,500000
-120.9688,39.6557,41,602,212,6709,2540,2.1,500000
-116.0504,35.4287,3,5269,2411,22259,5476,3.39,500000
-116.9848,37.4509,52,683,258,20442,6277,4.31,500000
-117.7038,39.319,43,1838,559,988,286,3.22,500000
-122.0768,33.7675,30,1212,393,16497,5194,1.23,500000
-116.6485,32.9611,15,2240,745,27525,8124,2.67,500000
-115.9342,33.8721,7,11018,3637,9128,2711,5.77,500000
-123.8754,38.0661,21,6830,3173,2070,765,0.94,436035.81
-120.5392,35.2328,30,14226,5781,6960,1904,1.55,500000
-117.5582,37.5186,23,6116,2160,8456,2720,2.31,500000
-116.5448,39.8981,16,971,370,18895,7015,6.73,500000
-118.9939,32.7522,34,3049,991,2017,767,3.8,500000
-115.9217,34.6969,35,3171,1197,12963,3415,0.78,308833.71
-124.2857,38.2264,38,4053,1352,4148,1565,2.24,500000
-115.5423,37.0902,10,2138,705,1982,452,13.0,500000
-114.3852,36.1156,22,12076,4461,15133,5279,6.18,500000
-116.2929,41.1402,15,6510,2451,16958,5446,5.06,500000
-123.0252,41.5288,20,641,313,4037,1281,0.12,15000
-123.1087,32.7072,6,8168,4042,5998,2215,3.53,500000
-122.7499,41.1169,11,4706,1772,3892,1513,2.36,500000
-121.915,36.5975,40,4347,1916,21273,7708,1.03,480659.65
-119.2281,40.799,13,16039,5553,25214,6652,6.65,500000
-115.1552,40.2993,14,950,387,6470,2564,13.76,500000
-116.4664,33.7358,27,11458,3641,8655,2352,2.93,500000
-122.6362,35.3672,33,709,275,938,246,4.26,500000
-121.4607,39.0328,18,43,13,476,142,8.16,500000
-115.2709,34.3443,8,4540,2246,23639,6958,1.36,500000
-123.038,34.987,47,3361,1410,54492,15925,3.78,500000
-118.4249,37.0358,29,921,281,11010,4249,2.39,500000
-116.5039,34.9509,11,7256,2798,18151,6923,16.66,500000
-115.6012,35.2721,32,4782,2256,34594,13835,2.33,500000
-124.132,35.2872,52,6293,2100,7939,2321,1.53,500000
-122.7034,33.1494,2,8591,3913,12725,3643,7.63,500000
-120.5429,35.1455,25,498,235,33311,10306,5.13,500000
-124.023,39.7651,8,7361,2294,428,140,7.84,500000
-123.6156,35.9772,48,5300,1644,139,35,2.18,500000
-120.8842,38.236,13,1235,426,507,177,3.01,500000
-117.8544,36.3295,48,4859,1564,15542,5623,5.04,500000
-114.9609,40.0596,9,252,109,8744,2034,3.92,500000
-114.3153,36.4518,24,993,387,4768,1902,1.03,413687.41
-117.7482,37.5339,41,4392,1520,8498,3289,2.33,500000
-120.4678,38.6159,42,4484,1959,2079,794,10.54,500000
-117.7978,39.7471,27,2752,1126,19814,4359,4.34,500000
-115.7487,37.1644,19,7652,2701,20065,5922,14.37,500000
-115.0014,38.9484,52,853,418,5440,1459,5.06,500000
-121.4403,35.8292,33,890,382,1651,479,3.45,500000
-123.6628,39.3319,32,1763,768,23633,5312,5.08,500000
-114.7863,39.29,31,4,1,145,47,5.22,500000
-124.0456,36.0425,29,4843,1497,11207,4100,2.45,500000
-120.8339,33.529,30,1783,867,33450,10801,21.09,500000
-119.8022,40.0015,45,3688,1300,9699,2443,0.8,333620.39
-122.6849,33.9329,6,4848,1707,3749,1297,0.74,299252.49
-119.2958,35.5959,27,3888,1504,11995,3646,4.4,500000
-123.7968,39.3985,17,1497,682,2453,903,10.21,500000
-121.1634,40.8117,25,3339,1382,3068,1091,0.46,255226.97
-123.0317,39.1869,25,57,25,11176,2737,1.45,500000
-115.0546,35.2244,43,1534,737,9937,2751,3.65,500000
-123.9557,33.4149,43,221,108,5489,2162,5.64,500000
-122.6502,38.3709,20,874,287,5231,1288,4.44,500000
-117.6247,35.3448,43,13252,6620,29014,9322,11.32,500000
-121.0111,38.8224,33,10436,4923,14735,3486,8.08,500000
-116.0402,36.3592,5,559,192,16297,5258,14.53,500000
-122.6095,41.8055,10,6320,2094,3547,938,0.7,417766.98
-118.2645,38.0196,23,260,124,26727,10049,5.17,500000
-120.9179,35.0892,49,699,239,27705,8208,1.27,500000
-115.8131,36.3377,34,2122,994,5755,2286,0.25,125429.15
-119.0313,37.0416,49,5362,2266,10977,2705,3.64,500000
-123.3945,41.6257,37,998,333,60916,23305,0.22,15000
-120.0896,35.1401,26,11649,4902,13098,5234,4.59,500000
-118.4489,38.3753,29,8944,3113,29488,9341,8.46,500000
-120.428,32.9084,23,204,96,13294,4718,1.74,500000
-116.2978,35.8875,22,1726,723,3252,1263,10.35,500000
-120.6632,40.2238,8,3362,1092,33130,11002,14.9,500000
-117.8409,40.8464,16,5314,1839,11240,2441,0.24,31710.49
-118.7683,35.2304,45,455,148,1967,784,0.11,15000
-119.4154,33.4583,43,9288,3564,7166,2791,12.34,500000
-120.5169,34.3246,10,13167,3959,10316,2725,14.6,500000
-122.6688,32.5558,44,2836,1041,8927,1971,1.17,500000
-115.4938,34.082,21,14714,6106,4963,1780,1.8,500000
-122.1956,33.2741,20,2100,793,4737,1004,1.77,500000
-123.9783,38.1564,17,1679,736,554,189,2.84,500000
-116.0902,35.4406,29,1987,621,577,128,1.0,500000
-117.4879,34.3837,49,10335,4808,13269,3098,5.67,500000
-119.8267,40.0979,48,383,124,3176,760,0.31,123171.0
-115.9776,33.2827,36,80,31,9079,3541,4.92,500000
-115.2958,34.6539,46,3603,1546,3290,1195,11.16,500000
-116.2565,34.0663,16,2967,1346,19556,6604,3.6,500000
-117.1241,39.4652,19,18297,5628,3287,816,1.74,500000
-118.4012,34.0609,32,962,422,2206,543,0.68,256774.8
-117.8702,33.867,50,1956,626,61955,23387,2.5,500000
-122.3793,36.1484,32,3815,1782,4206,1522,8.81,500000
-124.1899,41.4361,1,5323,1927,42336,13323,6.68,500000
-119.226,34.4218,24,6713,2458,1212,328,2.61,500000
-124.1696,40.4686,43,3598,1649,831,312,0.56,293740.0
-120.5465,36.6322,30,1143,380,4051,1112,0.58,270614.25
-121.15,36.7163,52,7255,3329,5912,2229,9.48,500000
-119.4705,40.5334,24,14747,7305,30968,7747,0.19,113447.88
-119.0728,37.6654,36,135,53,11554,2412,1.1,500000
-123.1255,32.6917,18,5287,1678,6056,2027,5.57,500000
-114.9551,40.6089,12,17,7,5126,1909,0.48,227620.97
-118.5396,39.7039,48,8441,3749,7548,2617,1.38,500000
-118.6526,35.6327,22,440,185,38375,8796,18.97,500000
-119.3289,33.4445,40,1993,881,8721,3114,3.42,500000
-122.315,41.3316,3,15021,7463,22250,4535,2.52,500000
-121.7653,37.4036,12,4773,1607,10502,3136,13.54,500000
-123.269,36.4628,18,252,83,4610,1168,5.36,500000
-116.7532,35.5349,5,2076,1011,41043,15520,1.63,500000
-122.7391,36.0972,21,5508,2254,7207,1914,7.68,500000
-117.0499,40.2969,13,3910,1806,1442,488,9.25,500000
-115.6835,34.265,35,2471,819,25213,5635,3.51,500000
-120.4331,41.686,10,9140,3962,13045,2939,2.55,500000
-114.9999,33.2049,4,2523,995,5811,2090,3.98,500000
-117.9565,37.9944,42,7502,2577,10334,2644,1.57,500000
-115.2551,32.7994,1,14012,5723,11520,3982,5.31,500000
-114.9911,41.8433,18,8110,3118,7866,2827,9.28,500000
-122.7768,38.804,8,2177,749,15079,4614,3.75,500000
-120.6394,39.0541,6,523,245,1452,558,0.86,471027.65
-118.3735,41.5087,13,1118,469,7000,1740,5.2,500000
-119.1067,36.2085,51,3553,1580,46043,13113,4.41,500000
-124.0579,35.0086,51,3010,1031,4138,1369,10.96,500000
-119.7988,41.7308,10,15311,6035,4957,1632,17.09,500000
-115.4728,39.2777,29,8912,2882,13877,4372,22.9,500000
-116.8566,37.5282,39,1042,454,1898,630,3.55,500000
-119.4998,33.1689,31,3169,1495,8134,2421,12.45,500000
-118.3335,39.2844,47,6821,2732,4903,1355,12.92,500000
-119.1405,40.3217,8,4784,1683,11804,4632,2.18,500000
-122.7525,38.0377,15,946,340,161,48,3.21,500000
-119.2123,34.4632,19,8220,2741,643,169,4.52,500000
-115.8487,34.0306,12,9565,4047,13629,3154,11.68,500000
-116.7537,35.2018,27,1678,680,5211,1129,0.47,189750.06
-116.5909,41.0903,31,357,116,28599,10907,9.03,500000
-122.0717,34.4794,22,3293,1036,2975,865,10.28,500000
-116.8843,34.7185,48,2119,727,8791,2138,11.26,500000
-116.7957,33.8891,1,1283,594,2935,866,5.06,500000
-115.8173,38.3553,2,9964,4141,18435,4878,5.89,500000
-118.7763,36.9601,1,11948,5911,13283,4402,4.86,500000
-119.734,33.8534,23,708,248,25828,8629,1.72,500000
-115.3221,35.0832,47,1143,475,571,220,3.87,500000
-120.6136,35.2707,19,4013,1456,10142,2404,4.88,500000
-122.1299,33.0627,49,2688,1235,774,176,1.42,500000
-121.4564,41.8262,5,8010,2922,20379,7725,1.27,500000
-119.4836,33.9757,38,2710,1035,13651,3171,3.11,500000
-116.1057,38.6074,51,13108,4235,27327,8961,7.13,500000
-116.8332,35.1258,37,2107,969,2300,633,2.87,500000
-116.1331,35.4115,45,960,339,195,71,2.28,500000
-118.7386,34.9897,38,1733,859,722,190,6.47,500000
-119.9266,40.452,44,3396,1336,18422,4222,5.89,500000
-119.0207,41.3544,14,4224,1769,11158,3310,21.75,500000
-118.4181,38.3799,43,1320,528,243,91,4.0,500000
-120.5784,36.2295,47,2067,749,11285,4225,0.53,263518.92
-122.4428,39.7546,5,2457,859,5333,1469,5.32,500000
-121.9911,37.1008,3,5207,2358,7910,1690,1.6,500000
-116.7486,34.0739,42,14106,6488,10775,3544,5.93,500000
-120.8011,40.7733,19,1905,696,1160,365,10.31,500000
-117.7109,35.25,6,6566,2422,1886,623,4.07,500000
-119.958,33.0715,21,4337,1961,25852,6293,3.1,500000
-116.6356,41.6467,10,5054,1674,18550,7297,2.76,500000
-123.0219,41.4298,5,1422,606,963,284,5.41,500000
-119.7482,35.8891,49,1544,558,7482,2240,11.18,500000
-115.937,38.6301,43,4499,1979,3464,1088,1.39,500000
-124.1887,40.6405,35,1533,658,1101,342,1.95,500000
-114.4905,40.8984,21,1211,412,3724,1124,10.7,500000
-119.4476,34.3619,43,1711,818,11641,3753,2.14,500000
-117.2075,37.2434,27,2199,785,8202,2903,3.41,500000
-119.4873,39.2497,8,293,116,13034,4253,17.39,500000
-122.4307,41.7436,15,1311,625,2925,1110,0.01,61672.88
-121.8686,39.6813,41,273,131,14429,3592,1.67,500000
-120.3556,37.9212,30,3074,1062,3189,1067,20.89,500000
-115.3066,38.0708,24,2662,1079,4225,1317,4.78,500000
-115.2902,37.3698,9,2769,1272,72,20,0.51,156358.53
-122.2493,40.1239,1,2761,1223,4366,978,3.97,500000
-114.7862,36.5719,21,4322,1771,7227,1588,2.26,500000
-114.3087,39.0578,40,6682,2413,10822,2325,0.11,42891.09
-118.5973,36.773,8,431,163,2356,713,2.39,500000
-121.4284,39.3304,46,5262,1687,3945,1483,2.45,500000
-117.2203,38.688,51,5104,1645,27172,10317,1.21,500000
-122.2731,34.2467,1,3754,1319,3631,1299,7.62,500000
-119.3845,34.8734,28,6482,2640,70,24,9.93,500000
-121.9113,37.8086,26,6341,1969,5319,1296,10.01,500000
-116.1296,37.8241,46,1889,934,4278,1126,13.15,500000
-122.7404,41.77,39,3271,1460,19327,5874,0.16,114644.13
-119.1032,36.3024,33,2531,981,4283,878,6.22,500000
-121.6612,40.5964,42,2651,1269,29765,8647,2.74,500000
-122.6659,41.5948,49,10259,4980,4766,1602,9.56,500000
-120.0986,33.1204,19,8450,4065,7088,2610,2.01,500000
-118.235,33.4755,29,4003,1377,2809,1061,9.66,500000
-122.8706,35.1414,20,2572,1111,38829,11236,9.3,500000
-115.8597,35.8359,5,2372,1169,19733,6392,7.68,500000
-122.9537,32.5577,4,1581,756,8130,2575,3.4,500000
-120.8232,35.7481,22,1034,421,30998,9613,1.69,500000
-117.2913,35.6592,1,5502,2144,1820,723,4.67,500000
-117.976,39.0384,24,3192,1515,7453,2055,6.52,500000
-116.6618,33.0212,35,15932,5252,1609,531,11.17,500000
-122.8866,35.7624,23,9689,3443,15237,5637,13.45,500000
-118.8572,32.8153,33,7207,2701,5668,1433,7.55,500000
-115.527,34.0905,34,4951,2290,3749,1207,1.55,500000
-124.0442,32.9424,25,3641,1809,2021,596,8.22,500000
-117.7751,37.9399,22,1929,937,2516,715,8.48,500000
-120.2683,37.2409,28,739,244,2468,937,1.39,500000
-123.1209,34.3886,28,12395,3759,5433,1981,1.68,500000
-123.1596,41.0912,37,16489,5423,8070,2620,25.42,500000
-116.1695,32.931,51,2468,776,2696,594,7.1,500000
-117.3641,37.6622,46,744,297,5306,1682,3.51,500000
-117.8756,33.1528,4,6381,3070,25916,9009,5.63,500000
-123.8424,34.1353,19,6001,2667,12518,3676,3.72,500000
-117.4287,36.6838,16,22760,7836,44682,9132,2.62,500000
-114.6952,37.0685,48,13963,4234,3624,1324,1.59,500000
-115.4352,38.8839,22,18442,5646,3770,942,2.79,500000
-117.2904,41.6038,1,1465,500,13189,4767,1.06,477124.71
-117.7078,35.5035,21,825,330,32296,9304,0.11,15000
-117.1057,40.1179,51,970,330,8486,1734,0.87,409071.12
-117.1303,37.5415,13,1668,728,9785,3817,0.16,126548.59
-117.1353,35.1716,25,2346,789,7571,1875,0.17,15654.79
-122.2461,32.5492,3,3725,1501,14203,4577,2.26,500000
-116.0395,35.8596,31,1161,407,8284,2563,0.72,430772.77
-123.6369,39.9538,38,15815,7731,14705,3819,9.91,500000
-116.9129,32.8352,31,2802,1287,40790,15284,4.42,500000
-115.8858,38.6371,5,2989,1131,12898,4468,5.99,500000
-114.7851,33.9721,2,11763,3820,25532,6853,6.62,500000
-116.6576,34.4077,12,2906,1430,14282,3138,2.98,500000
-117.8473,38.6319,46,1029,348,11650,3857,15.36,500000
-117.8317,33.3581,47,1761,621,1450,407,0.18,22957.56
-122.8709,36.9627,6,5423,2264,4009,1365,1.49,500000
-124.2897,37.3414,31,3320,1445,12840,2897,0.18,15778.81
-118.1796,34.57,28,8031,3902,862,208,1.02,500000
-118.2663,34.1504,15,3339,1505,10524,2244,10.45,500000
-116.1802,41.6984,41,5089,1961,9579,2451,0.14,15000
-121.1175,35.0528,16,6309,2374,16816,5570,8.66,500000
-116.2848,33.3907,37,4294,2137,40436,10390,0.25,15000
-120.2714,32.5459,14,5077,2466,25179,7781,3.76,500000
-118.0492,35.5626,32,4475,1592,12735,4002,1.74,500000
-119.9172,40.9011,13,15699,6945,4560,1234,0.18,48929.12
-119.03,40.4628,17,1777,547,10407,2141,4.54,500000
-122.6764,35.394,36,5055,1573,7472,1502,11.29,500000
-123.5273,35.3507,45,173,67,6844,1694,25.04,500000
-117.1269,40.9519,52,10252,3255,3323,721,0.81,320372.39
-116.5704,36.5405,26,12214,4185,10358,2289,8.09,500000
-114.6035,33.5356,8,2965,1052,28075,7579,8.2,500000
-118.8575,36.2692,3,6271,2268,13257,3737,27.63,500000
-120.6043,36.9924,13,700,309,5907,1837,3.1,500000
-118.8497,34.9061,32,12130,4006,2578,632,15.73,500000
-117.7284,40.8347,48,761,378,2415,959,7.67,500000
-119.9579,37.2167,37,2680,826,15485,3776,3.88,500000
-123.6859,33.874,18,3593,1604,20871,7822,12.25,500000
-116.2391,35.1432,52,4315,1746,9747,2378,0.91,438232.21
-120.8669,40.1801,3,3674,1327,196,69,5.76,500000
-120.4518,41.7704,43,8747,3241,15895,6349,4.55,500000
-120.032,36.0497,42,4179,1942,3199,1006,4.3,500000
-116.0132,32.6358,17,1387,674,13855,5215,4.05,500000
-120.7514,34.0762,21,552,194,4806,1193,4.94,500000
-114.8638,40.2562,6,905,383,4895,1908,1.2,500000
-121.0149,40.886,22,7952,2976,349,136,11.77,500000
-122.7762,34.7402,20,6120,2603,4296,1398,5.76,500000
-117.6094,33.9451,50,298,116,8132,2233,1.16,500000
-118.3945,39.2217,21,1737,656,1344,345,6.29,500000
-119.954,37.5411,36,759,335,2292,736,1.82,500000
-117.2178,33.5263,16,25268,10262,41363,12778,14.23,500000
-116.2958,36.6944,19,2802,882,13074,3832,3.0,500000
-121.2994,38.1803,44,13669,5043,10211,2481,7.87,500000
-118.3595,38.0866,30,1490,520,9338,2200,11.0,500000
-115.8386,41.857,40,3747,1456,10300,2594,5.2,500000
-114.8584,35.8718,52,9124,2937,6434,2471,8.78,500000
-115.6588,35.9241,11,6833,2335,1674,588,3.81,500000
-117.6631,37.8754,14,1018,427,13554,3510,0.5,391252.14
-114.4438,34.1215,21,915,410,8832,2544,1.77,500000
-123.9155,35.8867,13,8674,2700,2933,1160,1.2,500000
-116.2643,39.0167,4,1253,556,2017,564,6.34,500000
-118.8562,33.4676,30,2491,1075,28462,9338,4.64,500000
-115.548,40.2155,31,2871,1381,17533,5581,4.5,500000
-117.8901,41.7786,6,2718,898,2011,690,6.04,500000
-121.5692,39.51,28,3047,1203,3395,1021,4.48,500000
-114.6862,33.8646,13,4241,1606,14612,5045,1.65,500000
-117.2659,35.6804,46,41,18,9315,2546,0.12,26785.22
-117.7543,33.361,42,4897,1789,908,282,1.0,295203.97
