Age,WorkClass,Education,EducationNum,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
85,Private,1st-4th,4,Married-AF-spouse,Prof-specialty,Black,Female,0,0,30,0
29,Local-gov,Doctorate,4,Married-spouse-absent,Armed-Forces,Black,Female,0,0,70,0
17,Self-emp-not-inc,Prof-school,12,Widowed,Armed-Forces,Asian-Pac-Islander,Female,0,0,31,0
27,Private,Some-college,2,Separated,Prof-specialty,Other,Female,0,0,17,0
52,Federal-gov,10th,13,Divorced,Transport-moving,Other,Male,0,0,31,0
40,Local-gov,7th-8th,1,Never-married,Sales,Asian-Pac-Islander,Male,0,6679,46,0
85,State-gov,Preschool,14,Separated,Exec-managerial,White,Female,0,0,18,0
42,Self-emp-not-inc,1st-4th,16,Separated,Transport-moving,White,Female,0,0,88,0
83,Without-pay,HS-grad,10,Separated,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,73,0
30,Self-emp-inc,7th-8th,14,Married-AF-spouse,Exec-managerial,Other,Female,0,0,57,0
18,Self-emp-not-inc,1st-4th,4,Separated,Transport-moving,Asian-Pac-Islander,Female,0,0,28,0
38,State-gov,Bachelors,15,Divorced,Sales,Black,Female,0,0,73,0
25,Self-emp-not-inc,5th-6th,6,Widowed,Armed-Forces,Other,Male,0,15210,80,0
34,State-gov,HS-grad,5,Never-married,Other-service,Amer-Indian-Eskimo,Male,85806,42676,77,0
80,State-gov,Doctorate,12,Widowed,Farming-fishing,Black,Male,0,0,46,0
19,Without-pay,Prof-school,2,Married-spouse-absent,Transport-moving,Black,Female,0,0,71,0
20,Private,12th,7,Separated,Sales,Other,Male,0,0,40,0
30,Without-pay,Masters,5,Married-AF-spouse,Transport-moving,Black,Female,0,0,26,0
79,Without-pay,Doctorate,7,Never-married,Transport-moving,White,Female,0,18716,26,0
84,Self-emp-inc,7th-8th,10,Married-AF-spouse,Craft-repair,Amer-Indian-Eskimo,Female,0,0,7,0
41,Self-emp-not-inc,5th-6th,11,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,0,0,98,0
47,Federal-gov,10th,9,Separated,Protective-serv,Black,Male,16487,0,26,0
57,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Asian-Pac-Islander,Male,0,0,21,0
81,Self-emp-inc,Bachelors,7,Divorced,Sales,Other,Female,0,20424,3,0
56,Private,11th,16,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Female,0,0,5,0
87,State-gov,10th,2,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Male,0,0,3,0
68,Federal-gov,Doctorate,13,Divorced,Craft-repair,White,Male,0,0,34,0
32,Without-pay,12th,15,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,82419,0,4,0
58,Self-emp-inc,Assoc-acdm,4,Never-married,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,72,0
58,State-gov,10th,1,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,0,0,62,0
83,Local-gov,Masters,2,Married-civ-spouse,Handlers-cleaners,Other,Female,0,0,58,0
90,Self-emp-inc,Prof-school,6,Married-AF-spouse,Other-service,White,Female,0,0,22,0
78,Federal-gov,Assoc-acdm,11,Separated,Craft-repair,Other,Male,0,0,10,0
66,Federal-gov,5th-6th,16,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,44126,0,19,0
53,Self-emp-inc,5th-6th,1,Married-spouse-absent,Other-service,White,Male,0,0,86,0
86,Self-emp-not-inc,1st-4th,8,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Female,26737,0,65,0
88,Self-emp-not-inc,Doctorate,15,Married-spouse-absent,Armed-Forces,Other,Female,0,0,52,0
27,Without-pay,12th,11,Widowed,Transport-moving,Other,Female,0,0,79,0
50,Private,1st-4th,1,Married-spouse-absent,Tech-support,Black,Male,0,0,30,0
76,Self-emp-not-inc,1st-4th,8,Married-spouse-absent,Other-service,Black,Male,0,0,80,0
17,Federal-gov,11th,10,Married-civ-spouse,Other-service,White,Male,89055,2005,94,0
90,Without-pay,Prof-school,10,Married-AF-spouse,Prof-specialty,Other,Male,0,0,40,0
72,Local-gov,5th-6th,7,Married-spouse-absent,Protective-serv,Amer-Indian-Eskimo,Female,0,0,32,0
28,Federal-gov,Masters,12,Married-spouse-absent,Craft-repair,Other,Male,0,0,32,0
89,Private,11th,8,Married-AF-spouse,Other-service,Asian-Pac-Islander,Male,0,0,86,0
45,Local-gov,1st-4th,7,Divorced,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,74,0
65,Private,Preschool,16,Married-civ-spouse,Craft-repair,White,Male,0,0,26,0
52,State-gov,1st-4th,8,Married-spouse-absent,Priv-house-serv,Asian-Pac-Islander,Female,0,0,33,0
80,Self-emp-not-inc,Bachelors,16,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,0,0,28,0
55,Private,12th,10,Never-married,Handlers-cleaners,Other,Male,0,16686,45,0
19,Private,Doctorate,1,Widowed,Transport-moving,Amer-Indian-Eskimo,Female,0,0,1,0
90,State-gov,Assoc-voc,14,Never-married,Sales,Asian-Pac-Islander,Female,0,0,49,0
58,Without-pay,9th,14,Widowed,Armed-Forces,Other,Male,0,0,45,0
62,Self-emp-not-inc,7th-8th,2,Divorced,Tech-support,Amer-Indian-Eskimo,Female,0,0,46,0
83,State-gov,Prof-school,4,Married-AF-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,0,37791,74,0
68,Without-pay,11th,6,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,77706,0,4,0
73,Without-pay,9th,9,Married-civ-spouse,Protective-serv,Black,Female,0,0,17,0
57,Federal-gov,HS-grad,15,Married-spouse-absent,Prof-specialty,Black,Male,0,23682,39,0
83,Local-gov,Assoc-acdm,4,Never-married,Transport-moving,White,Male,0,0,72,0
73,Local-gov,7th-8th,15,Married-spouse-absent,Prof-specialty,White,Male,0,0,64,0
39,State-gov,Doctorate,9,Widowed,Armed-Forces,Other,Female,82517,0,52,0
88,State-gov,5th-6th,7,Married-spouse-absent,Transport-moving,White,Female,0,0,39,0
34,Private,Some-college,12,Divorced,Tech-support,Asian-Pac-Islander,Female,0,0,51,0
62,Self-emp-inc,9th,5,Divorced,Other-service,Black,Male,0,0,2,0
48,Private,Some-college,3,Widowed,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,18,0
46,Self-emp-not-inc,11th,4,Married-spouse-absent,Tech-support,White,Female,0,0,38,0
33,Local-gov,9th,8,Widowed,Farming-fishing,Asian-Pac-Islander,Male,0,0,50,0
21,Self-emp-inc,9th,9,Widowed,Sales,Other,Male,93786,0,63,0
24,Self-emp-inc,12th,2,Widowed,Machine-op-inspct,Black,Male,0,0,87,0
90,Local-gov,Prof-school,12,Divorced,Handlers-cleaners,Black,Female,0,0,49,0
31,Self-emp-not-inc,11th,12,Married-civ-spouse,Transport-moving,Other,Male,0,0,38,0
25,Federal-gov,Doctorate,9,Married-spouse-absent,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,9,0
29,Private,9th,6,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,43,0
23,Local-gov,Preschool,10,Never-married,Machine-op-inspct,Black,Female,0,0,30,0
34,Self-emp-inc,HS-grad,15,Married-civ-spouse,Armed-Forces,White,Male,0,0,43,0
42,Without-pay,Assoc-acdm,10,Never-married,Transport-moving,Asian-Pac-Islander,Male,0,33473,40,0
74,Self-emp-inc,11th,1,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Female,0,1037,46,0
74,Private,12th,11,Married-civ-spouse,Tech-support,Black,Female,0,0,60,0
18,State-gov,7th-8th,9,Married-civ-spouse,Other-service,Black,Male,0,0,5,0
62,Private,Masters,8,Never-married,Handlers-cleaners,Black,Female,0,0,81,0
89,State-gov,9th,12,Separated,Priv-house-serv,Black,Male,0,7654,39,0
51,State-gov,Masters,7,Divorced,Protective-serv,White,Female,0,0,42,0
71,Local-gov,Assoc-acdm,13,Divorced,Handlers-cleaners,White,Male,66300,0,6,0
88,Federal-gov,11th,6,Divorced,Machine-op-inspct,Other,Male,0,0,73,0
47,Without-pay,HS-grad,14,Separated,Tech-support,Other,Male,60293,0,39,0
67,Without-pay,5th-6th,10,Divorced,Armed-Forces,White,Male,0,0,10,0
54,Local-gov,11th,1,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,60,0
47,Without-pay,Doctorate,13,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,0,17827,68,0
38,Self-emp-inc,9th,9,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Female,0,0,38,0
86,Self-emp-inc,Doctorate,1,Separated,Transport-moving,Black,Female,0,0,43,0
59,Private,HS-grad,14,Married-AF-spouse,Transport-moving,White,Female,98446,0,22,0
61,Without-pay,11th,1,Divorced,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,80,0
22,Without-pay,Some-college,8,Married-civ-spouse,Handlers-cleaners,Black,Male,78750,4928,53,0
33,Private,Some-college,2,Married-spouse-absent,Transport-moving,Black,Female,0,0,100,0
47,Self-emp-not-inc,12th,13,Married-civ-spouse,Prof-specialty,Black,Male,0,0,99,0
34,Self-emp-not-inc,11th,16,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,0,0,20,0
35,State-gov,Preschool,15,Married-spouse-absent,Prof-specialty,Black,Male,0,0,13,0
31,Local-gov,Doctorate,2,Separated,Prof-specialty,Asian-Pac-Islander,Female,0,0,10,0
74,Self-emp-not-inc,Assoc-voc,11,Divorced,Armed-Forces,White,Male,0,18435,15,0
21,Without-pay,Some-college,6,Married-AF-spouse,Priv-house-serv,Asian-Pac-Islander,Female,0,0,99,0
54,Private,12th,11,Divorced,Transport-moving,Asian-Pac-Islander,Male,74479,0,86,0
83,Self-emp-not-inc,Doctorate,15,Never-married,Priv-house-serv,Other,Female,0,39456,44,0
38,Self-emp-inc,1st-4th,13,Married-AF-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,35,0
77,Without-pay,11th,1,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,2,0
44,State-gov,Masters,9,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Female,89086,0,74,0
69,Private,12th,10,Divorced,Priv-house-serv,Asian-Pac-Islander,Female,0,0,93,0
70,Private,11th,15,Never-married,Tech-support,Black,Male,0,0,23,0
65,State-gov,10th,11,Divorced,Transport-moving,Amer-Indian-Eskimo,Female,0,2302,58,0
77,Without-pay,HS-grad,8,Separated,Craft-repair,White,Male,0,17405,99,0
42,Self-emp-inc,Assoc-voc,3,Widowed,Exec-managerial,Asian-Pac-Islander,Male,0,0,6,0
66,Self-emp-not-inc,Some-college,16,Widowed,Priv-house-serv,Asian-Pac-Islander,Female,0,25373,38,0
88,Self-emp-inc,12th,14,Widowed,Other-service,Black,Male,0,0,6,0
38,Self-emp-inc,Assoc-acdm,11,Separated,Farming-fishing,Black,Female,0,48800,69,0
63,Local-gov,11th,16,Widowed,Exec-managerial,Other,Male,0,0,31,0
73,Self-emp-not-inc,1st-4th,11,Separated,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,81,0
87,State-gov,1st-4th,14,Married-civ-spouse,Priv-house-serv,White,Male,0,0,62,0
84,Without-pay,Bachelors,6,Separated,Other-service,White,Male,0,0,74,0
88,Self-emp-not-inc,Preschool,9,Married-civ-spouse,Sales,White,Male,0,0,23,0
20,Private,Preschool,15,Married-spouse-absent,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,87,0
88,Federal-gov,Assoc-voc,10,Never-married,Transport-moving,Other,Female,0,0,88,0
17,Private,Assoc-voc,1,Divorced,Exec-managerial,Other,Male,0,0,44,0
74,Without-pay,11th,13,Divorced,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,48,0
62,Private,Some-college,14,Widowed,Tech-support,White,Male,27795,0,23,0
42,Local-gov,11th,9,Married-spouse-absent,Protective-serv,White,Female,0,0,86,0
56,Local-gov,Some-college,2,Separated,Protective-serv,White,Female,0,0,89,0
29,Self-emp-inc,Assoc-acdm,14,Separated,Handlers-cleaners,White,Male,0,0,46,0
72,Self-emp-inc,Assoc-acdm,4,Married-civ-spouse,Exec-managerial,White,Female,0,0,37,0
29,Without-pay,7th-8th,13,Married-spouse-absent,Sales,Other,Female,0,0,73,0
64,Self-emp-not-inc,12th,10,Married-AF-spouse,Tech-support,Amer-Indian-Eskimo,Male,0,0,33,0
60,Local-gov,12th,6,Widowed,Transport-moving,Amer-Indian-Eskimo,Male,0,0,19,0
63,Self-emp-not-inc,Masters,7,Married-civ-spouse,Tech-support,White,Male,0,0,5,0
79,Federal-gov,Prof-school,9,Widowed,Prof-specialty,Other,Female,0,0,89,0
21,Self-emp-inc,Assoc-voc,13,Divorced,Sales,Black,Female,0,0,100,0
69,Federal-gov,10th,16,Separated,Priv-house-serv,White,Male,0,0,91,0
49,Private,Assoc-acdm,2,Married-spouse-absent,Craft-repair,Black,Male,0,0,27,0
65,Private,Some-college,6,Married-civ-spouse,Prof-specialty,Other,Female,0,0,75,0
84,Federal-gov,Prof-school,10,Widowed,Machine-op-inspct,Asian-Pac-Islander,Female,0,43431,84,0
70,Self-emp-inc,Preschool,15,Widowed,Machine-op-inspct,Other,Female,0,27477,55,0
76,State-gov,Prof-school,4,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,84,0
43,Private,Bachelors,4,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,49652,4,0
50,Local-gov,Bachelors,11,Married-spouse-absent,Transport-moving,Other,Female,0,0,77,0
21,Self-emp-not-inc,Bachelors,15,Never-married,Prof-specialty,White,Male,0,11814,86,0
20,Federal-gov,9th,3,Married-spouse-absent,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,29,0
21,Federal-gov,1st-4th,15,Separated,Other-service,Asian-Pac-Islander,Male,41927,0,42,0
24,Without-pay,Assoc-voc,1,Divorced,Exec-managerial,Asian-Pac-Islander,Male,2880,0,78,0
58,Self-emp-inc,HS-grad,10,Never-married,Prof-specialty,Black,Male,0,0,47,0
48,Self-emp-not-inc,5th-6th,4,Widowed,Armed-Forces,White,Female,5472,0,43,0
24,Federal-gov,Assoc-voc,2,Separated,Protective-serv,White,Male,0,0,82,0
21,Self-emp-inc,1st-4th,12,Divorced,Farming-fishing,White,Female,0,0,79,0
75,Self-emp-not-inc,9th,12,Never-married,Protective-serv,Amer-Indian-Eskimo,Male,0,0,92,0
32,Without-pay,11th,13,Married-AF-spouse,Other-service,Black,Female,0,0,57,0
78,Federal-gov,Assoc-acdm,1,Divorced,Handlers-cleaners,Asian-Pac-Islander,Female,55837,0,46,0
69,Local-gov,11th,13,Married-AF-spouse,Transport-moving,Other,Female,0,0,99,0
38,Federal-gov,1st-4th,5,Married-AF-spouse,Priv-house-serv,Other,Female,0,0,24,0
34,Federal-gov,9th,10,Married-spouse-absent,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,32,0
49,Self-emp-not-inc,1st-4th,7,Married-spouse-absent,Transport-moving,Amer-Indian-Eskimo,Female,0,0,23,0
65,Self-emp-inc,5th-6th,10,Married-AF-spouse,Craft-repair,Black,Female,0,0,79,0
29,Federal-gov,Prof-school,4,Never-married,Transport-moving,Amer-Indian-Eskimo,Female,93679,0,43,0
79,Self-emp-inc,Prof-school,12,Separated,Craft-repair,Other,Male,0,0,21,0
69,Private,HS-grad,2,Never-married,Craft-repair,Black,Female,0,0,71,0
57,Self-emp-inc,12th,12,Separated,Craft-repair,White,Female,0,0,21,0
64,Private,Masters,5,Widowed,Transport-moving,Amer-Indian-Eskimo,Male,0,0,70,0
61,State-gov,Prof-school,15,Widowed,Transport-moving,Black,Male,0,0,88,0
89,State-gov,1st-4th,5,Widowed,Armed-Forces,Asian-Pac-Islander,Male,0,0,10,0
81,Self-emp-not-inc,Doctorate,1,Separated,Other-service,Asian-Pac-Islander,Female,32489,0,48,0
31,State-gov,Assoc-acdm,10,Widowed,Prof-specialty,Other,Male,0,0,23,0
22,Self-emp-inc,HS-grad,7,Never-married,Machine-op-inspct,Black,Male,0,0,39,0
25,State-gov,Assoc-voc,9,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,81,0
81,Private,Masters,15,Divorced,Transport-moving,Asian-Pac-Islander,Female,0,0,6,0
26,Self-emp-inc,Assoc-acdm,5,Divorced,Tech-support,Black,Male,0,24244,88,0
78,Local-gov,Preschool,7,Separated,Tech-support,Other,Male,0,0,43,0
81,Without-pay,Bachelors,6,Widowed,Other-service,Black,Male,61334,0,60,0
69,Federal-gov,Masters,6,Separated,Armed-Forces,White,Male,0,0,26,0
64,State-gov,Bachelors,8,Widowed,Exec-managerial,White,Female,25635,0,48,0
63,Without-pay,Doctorate,6,Widowed,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,94,0
47,State-gov,Doctorate,12,Widowed,Farming-fishing,Black,Male,0,0,58,0
58,State-gov,Assoc-voc,12,Divorced,Tech-support,White,Male,0,0,13,0
84,Without-pay,10th,12,Widowed,Prof-specialty,Other,Female,0,7955,91,0
41,Local-gov,11th,2,Separated,Prof-specialty,Black,Female,0,0,38,0
30,Without-pay,1st-4th,13,Married-AF-spouse,Priv-house-serv,White,Female,47418,0,55,0
60,Private,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,White,Male,0,0,66,0
79,Local-gov,9th,10,Separated,Transport-moving,Asian-Pac-Islander,Female,0,0,97,0
61,Private,Masters,10,Married-AF-spouse,Transport-moving,White,Female,0,0,52,0
20,State-gov,Prof-school,10,Never-married,Priv-house-serv,Black,Female,0,0,46,0
29,Federal-gov,1st-4th,3,Married-spouse-absent,Protective-serv,White,Female,0,0,83,0
65,Self-emp-not-inc,HS-grad,16,Married-spouse-absent,Protective-serv,Asian-Pac-Islander,Female,0,0,58,0
75,Local-gov,Doctorate,11,Never-married,Protective-serv,Asian-Pac-Islander,Female,0,0,52,0
23,Without-pay,Preschool,10,Widowed,Transport-moving,Other,Female,0,0,18,0
50,Private,Prof-school,6,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,0,0,44,0
81,Self-emp-inc,Masters,2,Separated,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,63,0
19,Federal-gov,Assoc-acdm,6,Widowed,Tech-support,Black,Female,54557,0,44,0
73,Self-emp-not-inc,12th,4,Married-spouse-absent,Machine-op-inspct,Black,Female,0,0,55,0
41,Self-emp-inc,HS-grad,14,Never-married,Exec-managerial,Other,Male,0,37085,40,0
57,Without-pay,Bachelors,15,Married-AF-spouse,Armed-Forces,Asian-Pac-Islander,Female,0,0,38,0
78,Federal-gov,12th,1,Married-spouse-absent,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,40,0
66,State-gov,Preschool,9,Never-married,Prof-specialty,White,Female,0,0,2,0
29,State-gov,Prof-school,1,Married-AF-spouse,Armed-Forces,Asian-Pac-Islander,Female,0,0,72,0
49,Self-emp-inc,10th,11,Separated,Transport-moving,White,Female,70524,0,12,0
45,Self-emp-not-inc,11th,8,Widowed,Sales,White,Male,0,0,74,0
87,Local-gov,Prof-school,15,Widowed,Protective-serv,Amer-Indian-Eskimo,Male,0,0,42,0
48,Local-gov,Assoc-voc,6,Never-married,Prof-specialty,White,Female,0,45158,23,0
65,Without-pay,11th,7,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,40,0
19,Without-pay,Assoc-acdm,15,Married-AF-spouse,Armed-Forces,White,Male,0,0,94,0
28,Self-emp-inc,Prof-school,6,Married-spouse-absent,Transport-moving,Asian-Pac-Islander,Male,0,0,55,0
84,Federal-gov,HS-grad,12,Married-civ-spouse,Armed-Forces,White,Female,0,0,3,0
20,Private,Preschool,16,Separated,Transport-moving,Other,Female,33031,0,48,0
90,Federal-gov,Assoc-acdm,1,Divorced,Farming-fishing,Black,Male,0,0,23,0
78,Without-pay,Prof-school,7,Married-civ-spouse,Prof-specialty,Other,Male,78110,0,92,0
51,Private,11th,4,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,0,9412,78,0
20,Local-gov,1st-4th,1,Widowed,Craft-repair,Black,Female,26869,41936,34,0
61,Private,12th,5,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,95865,0,68,0
41,Self-emp-inc,12th,9,Married-spouse-absent,Other-service,Black,Female,0,0,9,0
18,Without-pay,Masters,1,Married-civ-spouse,Farming-fishing,White,Female,6863,0,92,0
55,State-gov,Assoc-acdm,13,Separated,Other-service,Other,Female,0,46028,65,0
44,Federal-gov,Some-college,1,Married-spouse-absent,Priv-house-serv,Amer-Indian-Eskimo,Male,5952,0,37,0
63,State-gov,10th,2,Separated,Craft-repair,Amer-Indian-Eskimo,Female,97284,0,39,0
71,State-gov,HS-grad,1,Separated,Handlers-cleaners,Asian-Pac-Islander,Male,0,36809,47,0
72,Self-emp-not-inc,Masters,7,Divorced,Prof-specialty,White,Male,0,0,77,0
32,Federal-gov,HS-grad,4,Married-AF-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,31,0
36,Without-pay,7th-8th,16,Married-AF-spouse,Farming-fishing,Black,Male,0,0,17,0
62,Self-emp-not-inc,Assoc-acdm,7,Separated,Protective-serv,White,Female,0,0,70,0
77,Without-pay,10th,1,Widowed,Tech-support,Asian-Pac-Islander,Female,0,0,72,0
29,State-gov,Masters,15,Divorced,Sales,Amer-Indian-Eskimo,Female,0,0,3,0
20,Federal-gov,Doctorate,16,Married-AF-spouse,Machine-op-inspct,Other,Male,0,0,91,0
34,Self-emp-inc,Doctorate,11,Never-married,Armed-Forces,White,Male,0,0,26,0
51,State-gov,10th,8,Married-AF-spouse,Transport-moving,Other,Male,0,0,20,0
38,Local-gov,7th-8th,6,Married-AF-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,0,33891,88,0
87,Without-pay,Assoc-acdm,5,Married-civ-spouse,Tech-support,White,Female,0,0,49,0
80,Without-pay,HS-grad,15,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,82,0
18,Federal-gov,HS-grad,6,Married-AF-spouse,Prof-specialty,Black,Male,0,0,83,0
86,Self-emp-inc,HS-grad,1,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,0,0,18,0
50,State-gov,11th,11,Divorced,Armed-Forces,Other,Female,0,0,26,0
21,Federal-gov,Masters,11,Widowed,Machine-op-inspct,Black,Female,0,36282,12,0
68,Private,Some-college,2,Married-civ-spouse,Other-service,Other,Male,0,14680,52,0
38,Federal-gov,7th-8th,16,Married-civ-spouse,Machine-op-inspct,Other,Female,43819,0,15,0
72,Self-emp-not-inc,10th,16,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,0,17309,41,0
74,Self-emp-inc,Some-college,10,Married-AF-spouse,Handlers-cleaners,White,Male,0,0,81,0
58,Private,10th,15,Married-spouse-absent,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,9,0
85,Local-gov,HS-grad,9,Divorced,Other-service,Asian-Pac-Islander,Male,0,18422,70,0
43,Self-emp-inc,Assoc-voc,8,Widowed,Tech-support,White,Female,0,0,6,0
88,Private,10th,14,Divorced,Tech-support,Amer-Indian-Eskimo,Female,0,0,78,0
89,State-gov,Bachelors,11,Never-married,Tech-support,Black,Female,0,0,74,0
35,Private,Preschool,13,Separated,Transport-moving,Other,Male,0,0,37,0
53,Without-pay,Preschool,16,Divorced,Other-service,Amer-Indian-Eskimo,Female,0,0,53,0
22,State-gov,Prof-school,5,Widowed,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,74,0
73,Federal-gov,1st-4th,11,Never-married,Tech-support,Other,Female,0,10953,94,0
23,Self-emp-inc,Preschool,14,Married-AF-spouse,Armed-Forces,Other,Male,0,0,32,0
39,Without-pay,11th,14,Married-civ-spouse,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,79,0
17,State-gov,HS-grad,3,Never-married,Prof-specialty,Black,Male,0,0,41,0
24,Private,Assoc-acdm,13,Separated,Tech-support,Asian-Pac-Islander,Female,0,0,18,0
60,Private,Masters,13,Married-civ-spouse,Priv-house-serv,Amer-Indian-Eskimo,Female,0,5401,51,0
50,Self-emp-not-inc,Prof-school,4,Divorced,Other-service,Amer-Indian-Eskimo,Female,0,0,52,0
42,Self-emp-inc,Doctorate,13,Married-spouse-absent,Armed-Forces,White,Female,7605,0,61,0
87,Federal-gov,Some-college,15,Married-civ-spouse,Other-service,White,Male,61830,0,21,0
29,Self-emp-not-inc,9th,9,Divorced,Prof-specialty,White,Male,0,15895,79,0
73,Local-gov,HS-grad,7,Never-married,Craft-repair,Black,Male,0,0,28,0
54,Without-pay,Assoc-acdm,8,Separated,Armed-Forces,Other,Male,0,0,46,0
64,Federal-gov,7th-8th,16,Separated,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,53,0
26,State-gov,11th,8,Married-AF-spouse,Farming-fishing,Asian-Pac-Islander,Female,0,0,99,0
59,Self-emp-not-inc,HS-grad,11,Separated,Protective-serv,Amer-Indian-Eskimo,Male,0,49403,37,0
69,Without-pay,Some-college,13,Married-spouse-absent,Handlers-cleaners,Asian-Pac-Islander,Male,38857,0,60,0
84,Without-pay,1st-4th,7,Separated,Farming-fishing,Other,Female,0,0,39,0
68,Private,5th-6th,3,Married-spouse-absent,Armed-Forces,Amer-Indian-Eskimo,Male,0,0,58,0
73,Self-emp-not-inc,Assoc-voc,3,Separated,Transport-moving,Asian-Pac-Islander,Female,0,0,32,0
31,Private,Prof-school,1,Married-spouse-absent,Other-service,White,Male,0,0,9,0
69,Local-gov,11th,5,Divorced,Armed-Forces,White,Male,0,32815,82,0
42,Federal-gov,7th-8th,8,Married-AF-spouse,Prof-specialty,Asian-Pac-Islander,Male,27921,0,62,0
87,Self-emp-not-inc,Doctorate,15,Divorced,Machine-op-inspct,White,Male,0,0,95,0
46,Local-gov,7th-8th,6,Married-AF-spouse,Priv-house-serv,White,Female,0,0,93,0
50,Federal-gov,7th-8th,7,Divorced,Protective-serv,Other,Male,60676,0,9,0
20,Local-gov,HS-grad,7,Never-married,Armed-Forces,Black,Female,0,0,27,0
81,Local-gov,9th,6,Married-civ-spouse,Farming-fishing,White,Female,0,0,96,0
72,Federal-gov,10th,7,Married-AF-spouse,Craft-repair,White,Female,0,0,56,0
67,Self-emp-not-inc,Masters,6,Widowed,Machine-op-inspct,White,Male,0,0,47,0
36,Without-pay,Preschool,14,Married-spouse-absent,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,16,0
34,Self-emp-not-inc,Doctorate,12,Divorced,Prof-specialty,Other,Male,0,0,91,0
24,Private,Prof-school,15,Never-married,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,97,0
32,Self-emp-not-inc,Masters,7,Divorced,Farming-fishing,Black,Female,28988,0,54,0
48,Without-pay,Assoc-voc,3,Married-spouse-absent,Exec-managerial,White,Female,0,0,26,0
60,Private,Assoc-voc,2,Married-spouse-absent,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,99,0
23,Private,Doctorate,4,Never-married,Farming-fishing,Amer-Indian-Eskimo,Male,80218,0,57,0
27,Federal-gov,Masters,14,Married-AF-spouse,Other-service,Black,Female,0,0,92,0
20,Federal-gov,Preschool,1,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,71,0
33,Federal-gov,Doctorate,2,Married-AF-spouse,Priv-house-serv,Black,Male,0,0,4,0
77,State-gov,5th-6th,2,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Female,0,0,29,0
34,Self-emp-not-inc,5th-6th,11,Never-married,Prof-specialty,Other,Male,0,0,58,0
44,State-gov,7th-8th,3,Divorced,Prof-specialty,White,Male,34106,0,90,0
