Year,Mileage,EngineSize,BHP,Seats,Doors,Transmission,FuelType,Price
2017,194566,1.8,115,4,5,Manual,Electric,37833.17
2008,230962,4.9,65,7,5,Automatic,Hybrid,31556.64
2017,40648,2.7,151,2,4,Automatic,Diesel,31554.83
2015,219679,3.7,14,4,5,Manual,Hybrid,28073.46
2001,154979,1.9,258,7,2,Manual,Hybrid,30413.05
2011,170808,4.8,78,4,2,Manual,Hybrid,34628.05
2001,157373,3.0,94,2,5,Manual,Hybrid,27908.39
2017,1954,3.3,5,4,4,Automatic,Hybrid,35703.24
2011,234916,2.8,150,5,2,Automatic,Hybrid,32045.47
2015,56654,5.0,121,4,5,Automatic,Hybrid,45778.01
2002,5390,1.1,157,7,5,Automatic,Petrol,27921.24
2000,36051,0.8,158,4,5,Manual,Diesel,12400.7
2017,92198,2.3,254,2,2,Automatic,Petrol,37393.74
2016,140189,1.4,165,7,5,Automatic,Electric,46309.82
2001,42792,4.7,183,7,2,Manual,Diesel,24324.15
2011,38742,3.8,99,5,2,Manual,Petrol,26262.46
2003,153046,1.2,87,2,4,Automatic,Diesel,10173.39
2001,25690,3.6,157,2,2,Automatic,Electric,47836.4
2004,70743,3.3,165,7,4,Automatic,Diesel,29334.6
2004,217535,2.1,174,4,2,Manual,Petrol,10964.26
2000,223227,2.9,75,4,5,Manual,Hybrid,18780.7
2004,44048,4.0,145,5,5,Automatic,Hybrid,33633.07
2003,172845,1.3,99,5,2,Manual,Petrol,20946.03
2002,22241,2.3,149,2,2,Automatic,Hybrid,26989.33
2005,58636,2.0,119,4,2,Manual,Diesel,19846.74
2002,130727,4.5,151,7,2,Manual,Diesel,31097.14
2020,12047,2.7,121,5,4,Automatic,Electric,48573.09
2020,13062,1.1,129,4,2,Manual,Diesel,37780.45
2005,195048,2.6,231,5,5,Manual,Petrol,19773.92
2013,71962,1.3,114,5,5,Automatic,Petrol,25875.92
2002,126847,2.8,196,5,5,Manual,Petrol,11399.15
2012,145329,1.2,152,5,4,Automatic,Electric,39681.37
2012,133753,3.5,116,7,5,Automatic,Diesel,26484.02
2013,56003,3.0,159,5,2,Manual,Diesel,22742.95
2008,159743,4.6,89,2,2,Automatic,Electric,39642.88
2010,204708,2.2,125,7,5,Automatic,Electric,26527.39
2011,31680,4.7,160,7,2,Manual,Petrol,27409.5
2012,230957,3.6,60,7,2,Automatic,Diesel,17031.66
2015,72289,3.2,16,5,5,Manual,Electric,34255.95
2016,53979,4.2,157,4,2,Manual,Diesel,28386.6
2017,115873,3.2,119,5,2,Automatic,Diesel,42426.04
2016,147987,1.5,122,4,5,Manual,Petrol,24931.64
2006,203546,0.9,231,2,4,Manual,Petrol,26568.38
2006,191642,4.0,164,2,5,Automatic,Hybrid,34041.42
2015,179397,2.8,53,2,2,Automatic,Diesel,20817.92
2015,113086,2.5,83,5,2,Automatic,Electric,39288.01
2009,86793,1.1,5,5,4,Automatic,Hybrid,23380.67
2002,120384,3.2,225,5,2,Automatic,Electric,39228.49
2004,151046,1.9,257,7,5,Automatic,Petrol,21992.08
2008,81833,3.0,189,7,4,Automatic,Petrol,22774.15
2012,18549,3.7,215,5,4,Automatic,Hybrid,51541.72
2014,196478,1.7,77,4,5,Manual,Petrol,17587.24
2013,90462,3.1,90,4,4,Automatic,Petrol,27400.14
2020,41203,3.5,80,4,4,Manual,Hybrid,42601.69
2017,17699,2.3,158,5,4,Automatic,Electric,53331.73
2017,123051,1.3,138,5,5,Manual,Petrol,32726.25
2007,59879,2.9,176,4,4,Manual,Hybrid,32119.98
2013,135243,3.1,16,4,2,Automatic,Hybrid,24993.26
2019,160370,3.8,141,5,5,Manual,Petrol,36302.33
2009,163332,1.9,153,7,4,Manual,Petrol,21290.02
2003,151200,2.4,132,2,2,Manual,Diesel,11425.11
2003,142123,1.4,33,5,2,Automatic,Hybrid,24178.27
2002,187027,1.4,154,2,4,Manual,Diesel,10674.19
2019,166225,4.0,119,2,4,Automatic,Electric,41643.43
2012,201489,3.7,221,7,4,Automatic,Petrol,29662.71
2019,146606,4.0,197,4,5,Automatic,Petrol,36903.27
2006,195163,2.5,104,5,4,Manual,Hybrid,20750.26
2004,217254,4.5,79,7,2,Manual,Diesel,16635.14
2010,203785,4.1,152,2,4,Manual,Petrol,19908.9
2019,115344,4.5,159,2,2,Automatic,Petrol,35062.34
2003,14438,2.7,106,5,4,Manual,Petrol,20747.74
2005,181249,3.6,88,7,4,Manual,Petrol,15490.95
2018,155041,1.6,79,4,2,Manual,Hybrid,29667.32
2005,110563,4.9,83,7,5,Automatic,Petrol,23753.27
2018,104221,2.4,177,7,2,Automatic,Diesel,36387.72
2007,242849,2.3,157,2,4,Automatic,Diesel,16180.99
2018,248935,1.6,160,2,2,Automatic,Petrol,21135.42
2000,183926,4.6,63,7,4,Manual,Petrol,16748.94
2012,107035,3.5,208,5,2,Automatic,Petrol,21156.28
2002,81419,3.4,45,7,2,Manual,Petrol,13797.94
2013,2246,4.0,84,7,5,Automatic,Hybrid,40149.46
2011,212599,1.9,78,4,4,Automatic,Electric,34293.4
2018,237060,1.5,126,5,2,Manual,Diesel,24513.64
2015,61347,1.4,192,4,5,Manual,Hybrid,48738.28
2007,244200,2.2,157,7,5,Automatic,Hybrid,25641.59
2014,246355,0.9,126,4,2,Automatic,Petrol,22190.12
2013,242150,2.5,155,4,2,Manual,Electric,35378.86
