SO2,NO2,O3,Temperature,Humidity,Pressure,WindSpeed,PM2_5
61.11,57.42,49.67,16.5,65.4,1005.7,2.2,61.8
21.85,46.94,88.99,-2.4,51.8,1006.1,0.29,81.3
40.49,69.34,64.85,5.0,66.3,1021.0,1.17,90.1
25.89,78.58,29.24,15.3,43.8,1015.2,7.29,39.9
39.32,34.4,17.45,-8.0,41.9,1004.1,3.02,35.7
63.16,16.4,44.87,-0.5,46.5,1003.2,8.32,26.5
-1.92,61.33,39.2,18.0,56.0,1015.0,8.13,12.8
51.17,48.9,71.47,24.8,21.5,1018.0,1.15,80.0
59.58,65.97,31.32,19.1,34.0,1010.5,0.6,51.6
32.28,68.08,67.7,11.8,45.9,1022.8,11.39,32.6
50.26,25.82,7.89,13.4,73.5,989.8,2.43,29.0
41.38,41.4,57.99,29.4,40.2,1005.5,6.6,29.5
18.17,59.23,53.01,30.4,44.9,1005.9,16.89,10
5.93,18.0,45.96,13.3,30.8,1005.7,0.63,29.8
34.44,13.09,-15.37,0.3,53.8,1002.5,6.3,10
31.29,36.66,64.14,26.2,28.9,1022.4,8.09,20.3
45.46,30.45,44.48,13.1,34.3,1009.1,7.82,14.6
55.36,134.28,52.73,28.8,62.9,1016.7,0.59,113.8
34.2,16.28,48.58,-7.8,77.5,1011.7,5.62,13.1
26.76,57.68,58.18,6.9,111.6,1003.1,6.95,45.2
32.95,67.93,40.94,16.4,77.8,1016.9,1.96,57.5
53.31,15.18,53.53,26.2,79.0,1000.4,14.73,19.8
22.8,23.6,59.28,32.1,49.9,1017.5,3.87,37.8
53.56,38.08,25.76,17.8,71.2,995.2,5.73,40.8
44.63,37.55,63.08,21.8,89.1,996.6,25.15,10
-11.15,41.56,65.83,38.1,36.9,1007.4,19.24,10
48.21,62.28,33.18,8.1,41.8,1013.6,2.96,58.2
26.97,38.3,70.4,18.3,49.3,996.0,0.43,51.5
69.77,85.7,43.06,25.6,36.8,999.7,2.23,76.3
23.52,32.02,50.19,-12.0,58.0,1027.6,2.32,45.8
24.13,50.23,44.8,10.5,40.6,1017.4,1.34,49.4
24.42,99.84,64.64,12.1,57.2,1010.8,6.18,67.8
27.48,52.05,31.42,19.4,53.5,1008.3,0.99,26.4
32.93,69.17,81.6,9.8,50.1,1019.5,0.78,53.9
15.78,38.68,21.23,34.8,58.2,1000.2,7.08,27.6
51.66,61.12,50.71,18.7,103.3,1007.7,13.67,52.1
63.76,22.71,38.59,13.9,48.9,995.3,13.07,11.1
65.01,87.87,15.88,20.5,61.1,1021.6,2.36,84.0
49.14,56.12,56.52,15.5,40.1,1029.8,6.56,47.9
39.21,64.22,59.15,7.8,74.9,1011.2,4.92,60.9
32.02,32.87,48.8,36.3,62.1,1013.5,11.31,15.1
23.09,50.99,32.08,15.2,71.7,1019.6,0.6,37.8
74.44,22.03,9.47,22.6,73.5,996.1,2.0,59.8
51.96,55.35,48.47,9.6,41.0,1016.7,2.45,53.8
28.62,49.48,30.36,16.2,87.4,1015.3,2.68,41.6
27.06,9.95,7.89,0.1,65.6,1013.8,1.21,21.9
5.2,67.91,16.35,5.9,89.6,1021.0,5.01,24.7
60.48,35.99,57.46,11.1,21.3,1012.7,11.24,45.2
29.07,57.06,92.01,23.5,65.9,1016.6,2.68,53.3
24.53,64.3,74.9,-0.6,83.9,1020.2,2.49,67.5
36.86,23.31,16.78,15.7,70.6,1021.7,0.88,43.4
25.15,14.55,98.38,-0.6,50.5,993.4,3.2,40.8
10.43,68.71,51.1,-0.8,55.9,1017.1,3.46,52.2
35.7,72.84,52.71,14.0,40.1,1024.6,5.8,51.9
31.03,74.5,40.41,16.3,28.2,998.6,4.37,43.0
-4.71,69.83,17.53,-5.4,42.7,1015.8,6.19,21.6
25.06,48.41,28.27,3.4,35.9,1023.7,13.03,10
13.72,87.17,35.48,5.2,18.5,1016.2,4.98,43.0
32.24,73.68,31.05,10.2,77.6,1010.0,1.52,48.2
59.06,57.25,2.9,33.6,40.1,1022.4,0.57,41.8
2.4,29.57,77.33,7.3,95.5,1027.2,9.63,10
41.3,45.72,62.5,23.3,79.4,1001.1,3.22,68.2
92.14,59.91,56.98,16.7,50.3,1004.1,0.12,72.4
24.1,46.43,51.53,-3.9,54.8,1017.9,0.99,46.7
39.01,36.91,55.85,34.4,50.0,997.2,0.58,48.6
62.36,58.47,34.84,17.7,42.1,1019.0,1.56,75.5
28.11,62.89,46.25,35.4,48.6,1012.6,2.88,51.1
28.18,26.51,41.96,6.5,50.7,999.9,1.08,50.9
40.6,26.76,41.67,16.2,48.2,998.8,2.28,68.0
18.31,44.08,58.63,4.4,48.2,1017.4,2.83,39.9
-17.96,74.63,61.01,6.7,48.5,1000.0,0.72,19.0
-1.52,78.65,23.56,20.3,59.5,1002.7,4.11,45.3
-1.96,80.59,55.75,1.6,36.1,1008.3,1.43,45.4
19.78,50.17,77.2,14.1,60.5,1008.2,1.44,55.0
48.89,15.98,13.87,21.3,71.5,1020.3,4.19,43.5
40.8,54.13,8.53,11.7,43.7,1013.2,5.68,18.3
67.85,64.08,44.94,20.1,0.0,1026.6,26.83,10
22.35,33.34,45.22,4.3,71.3,1019.7,1.25,40.3
57.81,64.91,50.67,8.4,36.3,1015.1,1.24,81.2
62.03,43.69,24.87,32.0,52.4,1010.2,11.0,25.4
40.3,54.8,30.07,17.0,12.6,1023.7,1.66,41.5
29.5,66.18,66.84,12.8,82.0,1013.8,15.72,15.7
61.38,88.52,38.72,-1.4,70.6,1023.4,19.72,30.9
71.02,19.88,69.52,10.9,51.1,1007.3,4.05,65.9
80.46,14.73,36.86,-6.1,29.2,1011.1,0.62,76.5
28.58,44.68,54.37,21.4,56.9,1013.2,1.31,77.2
29.81,46.16,63.66,12.8,62.7,1010.1,3.72,31.7
49.01,45.37,62.1,22.3,58.3,1014.3,1.71,47.8
26.31,46.45,15.19,5.3,110.1,1016.5,1.21,34.8
29.62,54.9,29.46,31.4,43.1,1010.4,2.72,39.8
5.72,60.04,22.11,-5.1,90.4,1022.6,6.36,20.9
15.06,13.75,48.22,9.6,49.1,1016.9,0.74,40.7
95.65,31.45,43.08,17.7,68.6,1014.8,7.26,58.8
24.89,23.12,37.22,8.7,58.6,1007.8,0.82,37.4
44.66,66.77,36.08,-30.2,76.9,1004.4,7.99,33.7
16.54,52.48,65.04,9.8,47.2,1012.5,1.06,57.3
69.04,29.33,74.32,2.6,55.2,1021.7,3.29,64.6
34.27,74.08,88.26,4.4,19.5,1010.8,8.55,49.9
46.32,17.21,49.2,22.4,51.6,1017.2,0.25,49.9
41.42,28.63,58.51,29.5,77.2,1022.1,1.7,47.1
50.17,31.86,27.0,3.7,56.9,992.9,3.1,54.7
36.38,111.92,55.38,8.0,101.5,1006.9,2.5,78.6
73.77,17.21,84.88,4.6,39.1,1021.0,2.3,58.0
67.16,76.43,42.42,-8.9,58.1,1000.4,0.4,91.3
40.54,26.38,30.07,31.6,41.1,1019.2,21.15,10
53.59,69.15,76.82,32.7,53.8,1018.5,0.22,90.0
40.39,98.94,51.15,24.5,54.1,1011.3,4.94,64.4
57.06,57.07,16.87,11.8,101.6,989.4,0.68,52.3
46.31,62.57,84.04,-2.6,59.9,1032.1,4.36,74.2
10.85,62.55,41.07,9.5,84.5,1010.6,3.52,43.6
78.16,42.02,53.14,22.1,28.7,1013.6,3.96,63.5
33.31,82.29,52.41,17.9,89.2,1019.5,3.7,55.2
37.62,68.79,20.56,7.9,30.5,1017.3,3.67,55.1
45.85,9.61,17.65,4.4,58.6,1015.0,1.77,31.6
42.77,54.73,51.74,-12.1,77.3,995.8,5.23,61.4
101.88,43.72,-18.3,14.5,50.5,1011.4,6.04,55.4
45.62,36.62,46.04,28.3,77.1,1006.1,1.18,42.7
52.2,70.04,40.92,5.7,91.7,1009.8,16.02,31.8
24.54,51.94,37.76,11.9,100.6,1024.3,3.04,62.6
18.35,79.39,47.14,24.6,73.2,1010.5,5.02,52.7
54.84,76.93,18.68,12.6,80.1,990.5,1.08,72.8
9.72,30.05,38.0,-1.8,76.7,1000.6,14.83,10
12.8,56.1,63.06,1.8,87.5,1018.8,13.53,32.1
50.17,78.65,26.9,0.8,53.7,1013.3,3.78,63.6
34.93,31.9,41.48,18.6,92.1,1013.8,2.72,49.6
26.9,32.0,29.52,9.7,39.2,1028.8,9.0,16.8
37.55,68.11,7.19,12.0,25.0,1004.7,8.82,10
70.09,70.54,51.08,28.1,17.6,1008.3,2.24,84.8
45.75,76.38,33.19,35.6,55.0,1018.0,6.36,56.3
66.61,53.45,27.08,12.2,63.1,1027.8,4.78,46.4
16.43,19.76,40.74,18.0,36.8,1007.7,4.62,10
27.04,48.16,58.42,19.1,49.0,1006.1,3.24,39.9
62.0,-2.55,80.2,-26.9,87.1,1008.5,9.48,23.7
47.86,19.49,41.34,14.5,38.4,1020.3,1.76,35.2
83.76,73.39,66.59,33.2,54.1,1013.3,3.94,79.6
35.63,64.57,52.97,37.4,42.8,1024.3,0.63,80.9
27.23,63.27,28.5,-8.3,63.0,1016.7,7.48,45.8
88.62,82.31,45.64,28.2,40.5,1000.3,0.38,89.9
7.78,76.1,19.76,4.1,62.6,1027.0,6.61,11.0
56.83,4.78,36.43,10.0,64.2,1008.1,2.69,33.9
14.72,41.49,47.8,26.3,58.2,1023.9,7.71,28.2
20.55,53.67,49.99,18.6,55.1,1032.9,18.55,10
2.73,96.59,8.14,-1.1,39.0,1021.7,0.92,51.8
67.17,76.77,58.84,11.6,76.4,997.0,3.51,56.4
78.39,20.5,72.54,0.3,65.7,1012.7,5.99,47.6
21.13,57.7,75.71,32.1,31.9,1004.3,5.28,30.4
77.13,60.94,37.0,19.5,65.6,995.6,3.6,64.0
42.39,53.89,38.93,8.1,85.4,1017.3,8.1,34.0
66.86,38.74,25.59,36.7,48.1,1013.0,3.96,46.3
55.25,29.76,61.86,-2.0,83.1,1012.7,0.73,69.7
94.01,38.75,38.2,29.9,59.0,1004.2,5.53,95.3
55.07,58.73,55.09,6.2,12.2,1012.4,1.43,74.1
64.53,42.89,45.69,4.5,55.9,1014.3,1.85,78.6
22.82,44.47,60.71,12.7,43.0,1017.4,1.7,51.3
23.29,48.68,85.0,30.2,68.8,998.4,9.67,28.4
31.7,20.97,28.17,37.5,41.1,1025.9,11.06,10
51.89,67.25,62.57,29.9,61.7,1004.9,7.34,41.9
55.51,91.21,25.03,-8.4,89.1,1003.3,3.88,66.9
35.83,69.12,20.82,25.2,26.8,1033.8,1.8,44.6
36.13,67.5,53.24,15.7,14.5,1017.4,4.36,45.4
4.67,25.49,31.35,9.5,28.0,1010.6,6.01,10
46.85,45.63,53.14,3.9,60.9,1017.4,1.32,55.3
27.08,76.54,65.93,11.2,80.0,1016.5,14.29,19.7
48.36,32.01,69.34,24.3,82.9,997.1,5.38,50.7
-4.29,34.7,36.78,-0.7,36.7,1006.6,1.09,10
54.88,59.04,37.84,6.5,64.0,1005.0,1.18,67.2
41.68,52.72,36.71,20.5,75.6,1013.8,18.17,19.5
30.92,36.99,28.39,-2.9,50.5,1018.1,7.61,22.1
58.19,59.22,44.49,20.0,45.6,1002.7,0.32,65.0
34.46,66.13,64.3,2.0,104.2,1003.0,6.34,44.5
25.31,25.07,70.59,27.6,43.5,991.8,0.08,49.1
44.66,36.8,8.64,14.7,82.3,1024.2,18.09,10
41.13,49.19,51.04,17.6,15.2,1015.5,0.28,53.8
51.41,45.32,39.71,11.5,22.0,1019.8,6.15,47.3
49.49,29.54,31.37,7.3,61.3,1014.8,1.1,60.0
49.73,54.47,6.69,10.0,53.4,1014.8,8.33,23.1
44.37,56.8,50.12,12.9,48.3,1005.1,8.55,23.1
34.87,66.67,51.52,17.0,49.2,1025.9,11.99,20.7
48.4,19.76,49.97,-8.2,53.3,1011.4,2.15,50.6
46.29,81.46,34.42,28.0,66.6,1023.9,2.02,46.6
68.48,116.79,64.91,9.7,69.9,1026.8,7.71,86.0
53.3,11.39,24.28,-2.3,66.5,1007.6,0.81,50.7
72.06,56.66,26.86,36.4,46.1,1011.0,2.85,70.6
31.41,-8.34,27.81,18.4,63.1,1027.9,0.58,10
8.48,36.06,37.02,-1.3,44.0,1001.6,4.39,37.4
25.96,29.4,48.52,28.3,33.0,1017.0,17.17,10
12.94,70.92,75.16,8.5,53.0,1001.3,0.27,52.9
24.87,24.51,28.33,14.3,44.1,1007.1,2.5,32.0
23.75,30.31,61.74,25.6,84.7,1017.7,13.05,13.3
78.38,42.47,63.1,18.1,69.6,1016.9,0.9,89.4
51.57,91.5,22.43,25.6,76.8,1003.7,5.05,56.4
13.69,37.57,39.36,11.1,51.9,1002.3,15.2,10
23.45,14.07,42.38,6.1,58.5,1012.8,11.07,10
44.84,28.64,60.87,20.5,48.3,1005.4,0.44,65.8
10.02,69.81,29.72,38.6,84.6,1019.6,18.98,10
56.61,10.26,74.3,25.5,46.6,1000.4,1.16,69.3
33.72,87.31,60.19,19.6,40.4,1009.2,2.24,75.2
40.18,41.24,48.56,-3.1,33.9,1018.9,3.51,48.1
33.76,56.18,40.48,-0.0,56.7,1019.9,8.74,10
49.12,71.16,80.57,-5.0,78.3,999.9,1.72,71.8
64.85,42.85,62.74,14.8,89.6,1013.4,3.06,52.1
24.31,39.88,54.28,4.4,65.9,1001.9,0.44,44.1
44.73,67.13,99.4,12.7,115.0,1000.5,7.84,59.0
8.67,75.64,63.26,17.9,60.4,1014.7,1.07,35.8
73.99,19.74,48.29,23.4,28.6,1031.0,7.31,51.4
45.13,38.92,62.92,8.4,39.3,1006.5,6.2,38.9
4.56,18.16,52.97,12.5,63.9,1011.2,10.84,10
48.11,40.33,52.35,0.8,80.4,1015.1,3.74,45.0
24.94,93.88,62.8,26.5,71.4,1001.9,3.74,64.7
14.46,52.85,49.28,2.2,60.3,1012.9,1.81,42.2
-16.7,32.66,63.71,-3.6,46.4,1010.1,1.93,34.5
65.0,76.27,38.26,5.5,58.9,998.6,8.89,58.4
29.19,24.22,34.34,8.8,57.7,1011.6,3.42,10
35.94,81.09,49.72,31.3,41.7,1017.6,0.68,68.4
70.27,48.63,73.47,3.1,84.2,994.9,0.89,86.7
27.38,78.41,39.23,11.4,68.1,1006.4,5.02,62.3
46.29,40.73,18.7,18.2,104.3,1007.4,10.03,10
57.46,57.73,32.23,28.3,60.6,1013.4,10.44,45.8
52.31,12.09,57.16,24.9,8.9,1005.3,0.85,58.3
40.87,75.82,61.4,20.4,57.9,1022.1,5.35,58.6
51.68,35.8,-3.25,16.2,40.1,1011.2,3.35,29.2
49.51,20.36,60.16,11.4,70.7,990.6,5.41,46.2
61.43,25.57,-11.95,6.0,65.4,1006.0,18.47,10
20.88,61.08,50.65,17.5,44.6,1001.0,19.84,10
52.51,42.18,1.21,22.2,60.8,997.7,0.44,30.6
35.76,40.64,-3.23,-1.4,45.6,1004.4,0.04,30.2
51.87,24.13,33.49,-9.6,24.8,1017.5,4.23,46.4
32.84,14.2,35.71,19.9,56.2,1003.7,1.79,43.4
67.72,1.45,63.34,2.1,57.8,1014.6,4.71,47.5
-2.38,79.29,35.43,22.4,33.3,1021.2,0.72,34.7
6.18,74.89,1.56,10.8,27.2,1028.6,18.87,10
92.06,50.97,53.62,7.2,50.0,1017.5,12.04,45.1
55.71,57.23,65.98,23.2,36.0,1002.6,0.69,83.8
61.58,40.46,26.77,-3.0,45.8,1015.3,0.3,68.9
64.35,13.83,39.1,21.8,76.2,1012.9,1.62,62.0
54.62,6.02,20.9,31.1,70.7,1029.3,2.31,39.2
14.41,61.08,62.99,13.7,81.3,1016.1,3.78,52.3
53.32,34.51,8.86,14.4,56.1,1003.6,4.01,38.9
53.4,30.35,53.96,21.2,41.9,1000.9,4.03,43.3
-2.61,25.53,78.52,30.6,71.5,1017.4,0.9,32.9
42.9,75.78,36.28,39.6,40.9,1014.7,8.21,54.5
27.83,71.75,6.31,22.4,41.9,1016.4,9.33,13.4
33.45,58.84,43.39,-6.0,54.5,1007.9,2.5,35.3
55.62,40.02,87.51,19.1,46.0,996.8,2.86,60.6
70.56,49.23,79.05,34.5,93.9,1002.2,0.48,81.6
65.77,57.07,50.07,4.6,62.1,1022.1,5.15,49.4
45.73,27.89,51.98,31.2,60.6,1003.1,2.39,53.4
31.95,32.74,35.21,3.6,69.8,1022.0,11.95,10
38.59,22.39,41.94,23.0,76.8,1011.9,2.58,45.2
32.88,5.23,75.66,18.9,39.4,1010.9,2.65,49.7
33.95,46.28,2.57,-4.3,39.6,1004.7,18.84,10
48.15,-17.51,47.94,-5.0,63.3,1009.9,0.58,31.1
37.91,3.5,75.88,-1.9,38.7,1007.4,6.39,21.9
43.49,24.3,55.02,30.6,58.5,1012.9,1.83,48.0
40.41,35.62,39.36,1.6,101.0,1017.6,3.87,33.6
37.38,75.88,50.38,15.5,72.8,1019.8,5.12,44.5
31.7,8.92,51.95,12.7,98.2,1019.2,3.23,34.1
21.78,41.17,-1.64,9.2,42.7,997.6,4.27,19.8
48.82,41.31,58.39,-7.1,59.9,1014.0,0.85,65.6
25.94,-7.98,27.35,16.5,42.4,1005.9,0.24,10
36.66,24.93,31.82,17.5,90.8,1019.9,2.13,36.4
69.67,34.96,32.07,0.3,52.8,1018.8,14.56,10
79.73,30.05,40.49,28.6,50.2,1016.9,11.45,23.8
18.19,84.13,18.87,18.0,60.3,987.7,0.9,51.4
76.97,65.29,63.64,-2.4,44.9,1005.7,3.4,67.0
40.86,67.69,26.99,20.0,55.7,1006.7,6.44,35.7
9.35,18.4,43.77,26.4,44.2,1020.6,0.18,28.3
76.27,38.95,80.13,5.5,75.1,1018.1,10.55,50.0
22.86,20.87,57.45,11.8,63.0,1006.4,6.58,16.7
31.68,62.1,44.55,-1.6,39.3,1025.2,2.6,46.0
88.31,35.38,47.66,10.6,51.6,1005.1,12.25,36.1
62.91,30.83,85.52,14.3,73.5,1026.5,9.55,45.7
45.08,86.76,38.24,27.4,47.9,1022.7,0.08,72.8
64.74,-1.5,44.91,19.4,78.5,1022.5,0.86,72.0
22.97,63.03,36.56,12.1,62.4,1016.1,3.49,50.2
44.26,22.87,11.67,23.5,35.2,1015.0,3.35,44.7
54.03,34.17,31.78,24.4,75.4,1027.8,11.91,17.4
51.6,70.88,46.94,1.5,50.9,1021.3,0.81,73.0
40.52,99.78,43.02,18.6,40.8,989.6,9.84,43.8
58.6,5.65,81.16,7.5,95.9,1031.8,31.57,10
25.68,21.44,60.4,3.5,58.3,1008.0,4.67,38.5
19.35,48.2,52.1,30.8,38.3,1035.9,5.74,30.1
33.86,56.4,32.98,7.7,40.5,1004.0,5.25,24.4
44.87,104.69,22.96,47.3,75.9,1006.4,2.64,72.3
46.17,96.93,56.76,16.1,54.0,1015.3,5.8,51.1
36.97,96.97,22.44,10.8,42.8,1012.2,2.44,58.9
10.5,47.94,53.74,14.3,73.3,1007.3,9.64,10
44.2,71.26,61.71,16.4,32.8,1027.9,10.83,36.7
64.33,59.04,68.65,-1.9,9.3,1011.4,1.33,68.2
54.64,42.16,35.9,16.9,50.5,1005.7,0.32,55.9
46.44,51.15,32.82,-0.6,63.9,1007.5,10.26,26.3
33.62,50.83,69.32,-10.7,69.3,1012.6,2.73,45.6
68.35,22.16,38.48,7.5,61.1,1018.5,1.53,49.3
4.68,48.07,26.3,6.7,105.5,1017.8,12.08,10
45.09,43.11,38.53,4.5,78.1,1004.7,0.1,30.3
4.18,66.73,54.76,27.6,64.7,1024.4,16.94,10
66.12,43.85,44.93,16.5,77.0,1015.3,0.33,76.6
14.36,68.01,53.49,4.2,105.8,1004.1,1.73,51.2
-2.36,35.43,72.24,26.5,62.5,1021.3,7.85,18.8
28.66,71.26,57.47,25.0,63.5,1018.5,10.37,46.3
25.34,60.48,68.3,30.7,68.9,1019.3,9.51,61.1
53.15,84.12,54.65,25.7,84.4,1022.5,3.9,66.0
45.09,88.71,32.38,-2.4,56.4,1016.3,1.73,83.9
41.07,59.13,29.22,14.2,38.5,1017.6,0.12,40.2
50.64,94.08,50.16,6.5,48.1,1013.6,17.57,26.2
59.48,35.95,46.71,10.7,52.9,994.8,15.06,35.8
33.24,76.13,28.92,1.4,84.6,1006.8,0.54,67.4
44.19,41.09,78.79,-1.8,41.9,1013.2,21.82,10
59.74,20.92,41.47,14.7,70.6,1008.1,2.81,64.6
39.36,28.27,29.01,25.2,56.3,1037.9,0.17,60.5
29.12,27.68,59.32,12.9,59.9,1005.8,5.65,32.2
17.88,15.7,36.13,24.6,48.6,996.4,0.03,46.6
60.06,47.29,29.45,33.8,27.7,1016.6,1.78,44.3
57.77,9.47,58.4,5.7,88.4,1006.4,1.02,62.1
48.22,63.88,66.96,2.1,78.8,1011.5,3.19,52.4
30.68,82.61,62.4,-0.5,78.8,1021.8,4.7,79.0
43.99,22.66,62.62,-1.3,57.2,1014.3,3.97,43.6
43.44,79.28,50.68,29.3,65.9,1028.7,3.01,69.7
46.34,51.15,53.34,17.8,24.3,1020.9,4.93,58.6
54.45,52.45,25.03,9.1,93.7,1015.3,9.01,51.5
-2.64,54.2,93.64,0.3,82.3,1007.8,19.14,11.1
37.96,69.87,27.09,2.2,66.6,1017.9,0.66,57.0
52.17,44.4,74.19,25.5,89.9,1003.2,4.19,63.3
43.46,87.68,73.44,15.9,98.4,1016.5,1.31,97.8
28.96,34.32,52.97,43.6,70.5,1013.2,2.69,34.2
63.2,9.6,2.34,8.6,74.2,1005.1,3.62,47.5
36.1,42.92,89.68,6.3,75.4,1008.9,7.24,47.9
46.14,27.92,34.64,1.2,73.5,998.1,0.48,44.3
34.08,45.31,98.52,14.5,53.6,1006.9,15.3,12.3
25.33,68.95,24.64,-3.3,37.8,997.2,0.22,24.7
42.82,13.91,69.78,15.4,65.0,1023.4,1.63,51.4
-4.75,78.79,35.33,21.7,53.8,1006.4,0.53,38.5
26.32,48.67,84.24,6.9,65.8,1007.9,0.09,65.6
32.34,89.97,53.05,8.7,41.0,1021.5,0.65,55.8
26.94,23.12,4.09,2.7,37.7,998.7,1.22,17.3
13.05,14.05,77.89,41.9,79.0,1021.8,5.11,20.8
47.36,26.48,46.31,16.8,60.9,1019.1,12.15,30.7
22.03,48.81,47.89,8.7,79.8,1005.3,1.04,51.8
5.94,99.37,32.32,24.4,89.6,1004.7,0.72,60.5
38.21,33.98,24.05,-3.9,81.9,1017.5,4.43,23.7
73.82,48.5,23.44,12.2,64.8,1007.5,7.44,46.2
31.44,-20.79,20.31,2.0,55.4,994.3,1.37,10
40.75,33.19,67.55,7.1,53.4,994.6,13.61,23.7
49.56,32.49,41.8,10.6,34.6,1004.4,9.97,16.8
66.75,49.69,8.53,8.5,80.7,1005.4,2.19,34.9
27.92,86.37,42.32,23.5,87.2,1002.5,2.9,74.0
26.64,61.59,27.98,13.9,44.9,1017.4,5.93,46.8
58.2,7.7,49.34,-4.9,50.7,999.4,4.72,54.6
33.61,52.74,25.32,10.8,61.7,1006.6,1.53,48.8
49.11,90.4,32.34,9.9,112.2,1002.5,7.98,51.6
45.79,60.97,33.36,14.5,53.4,1013.3,0.03,64.3
57.94,103.54,62.73,18.2,58.5,1011.8,10.48,77.8
60.24,93.97,39.58,7.6,62.9,1001.4,8.23,65.2
82.71,57.23,18.48,4.5,27.2,1029.9,11.15,34.7
10.55,12.52,46.69,14.1,54.0,1007.2,5.07,23.6
47.38,46.12,98.58,27.2,22.1,1012.3,1.21,63.4
55.67,84.49,44.93,20.9,62.6,992.9,0.18,86.2
48.74,44.34,44.15,22.8,64.2,1006.5,0.82,48.6
40.38,46.62,59.37,-7.0,54.4,1036.8,5.44,53.5
41.28,47.81,62.23,5.1,75.8,1006.0,1.29,69.5
26.92,25.28,61.98,17.9,31.6,1007.9,7.71,21.3
56.04,73.65,44.96,36.2,29.4,1025.2,10.09,51.5
42.4,58.24,78.23,36.7,66.3,1017.2,2.68,80.2
84.79,76.77,20.47,-13.4,65.1,1006.8,3.49,79.2
38.44,106.42,41.28,26.3,45.6,1004.8,8.02,50.9
72.71,30.45,48.4,34.2,69.8,1009.0,0.88,73.8
35.43,48.93,54.83,13.9,70.9,1008.7,17.67,10
18.35,22.86,32.88,16.1,72.5,1023.9,4.3,13.2
68.75,40.77,36.9,36.7,80.8,1021.6,0.08,57.5
32.89,33.66,41.32,25.9,33.8,1003.6,6.86,24.2
64.51,81.08,22.7,5.3,90.6,1032.2,10.97,43.0
88.23,12.74,53.27,17.0,50.7,996.5,5.34,44.9
45.63,15.45,74.85,34.1,45.5,1028.9,4.45,37.1
14.15,65.02,65.84,9.9,21.7,1022.2,2.9,49.6
37.13,66.02,37.69,38.5,83.4,997.9,2.56,56.1
21.61,68.43,21.87,14.4,54.2,1004.3,4.14,29.4
26.94,31.9,70.25,14.1,40.8,1015.9,5.96,34.1
53.48,25.34,59.73,25.7,13.3,1023.7,7.29,20.6
56.3,69.78,6.03,14.6,32.2,1024.1,6.9,25.9
29.51,72.03,46.42,10.0,42.8,991.4,0.44,47.8
50.44,62.18,46.01,33.5,89.6,1011.1,5.77,64.7
54.72,61.93,39.48,19.3,49.1,1023.6,2.88,63.8
29.34,78.74,90.64,14.1,67.2,1004.4,8.72,51.0
23.38,34.44,12.52,27.3,57.6,1011.9,5.82,26.6
29.68,86.61,19.53,19.5,60.8,997.1,2.64,36.2
23.76,90.71,80.69,9.0,36.0,1020.2,2.86,43.6
10.66,86.57,45.52,20.8,64.3,1021.7,5.12,43.8
40.48,6.61,43.08,2.6,30.9,1010.1,0.54,20.6
63.08,41.15,40.62,23.7,76.6,1006.6,7.95,32.8
39.16,74.99,76.94,3.3,95.4,1009.2,8.05,65.5
35.81,13.72,22.29,35.8,51.0,1016.0,3.16,31.8
51.3,61.41,33.29,5.5,56.3,1016.5,6.02,43.3
14.69,57.65,25.91,7.2,59.3,1009.7,0.34,32.3
49.05,55.78,34.58,17.3,78.5,1020.0,10.8,22.2
-4.9,62.58,51.53,10.0,95.0,1026.2,2.41,38.7
47.64,43.24,24.75,17.8,30.6,1012.7,9.38,13.9
23.64,24.49,11.79,15.4,58.4,1022.0,5.46,12.8
68.23,74.85,81.87,16.1,14.2,1020.9,4.83,87.7
43.04,27.79,7.24,27.1,73.0,1031.0,11.92,10
77.93,12.46,80.51,-0.4,64.2,1016.8,0.79,61.8
20.46,21.73,35.62,12.1,73.4,1000.4,4.58,22.8
59.68,71.81,55.51,27.8,62.4,1011.3,0.83,71.5
15.35,97.84,54.07,33.5,104.0,1023.8,0.22,81.5
69.82,6.89,30.63,14.8,39.3,1016.3,1.73,48.1
44.26,76.24,63.33,36.4,65.9,1013.8,6.16,67.5
43.03,33.75,81.02,32.2,52.3,1015.5,2.52,50.8
34.61,6.01,48.45,25.2,39.9,1019.1,0.51,49.0
13.99,53.77,96.93,26.7,74.6,1024.5,3.36,60.9
36.89,35.56,36.05,19.4,64.9,986.0,8.96,14.9
77.64,39.67,60.96,21.1,33.0,1017.4,2.37,79.5
37.15,30.15,44.52,26.0,76.9,1014.9,15.32,10
21.64,48.27,30.2,21.3,80.9,1021.5,17.16,10
36.86,63.29,41.93,20.9,42.2,1029.5,5.65,42.2
36.66,75.89,54.73,28.4,72.8,1034.6,1.41,61.7
36.76,51.18,66.28,22.0,70.8,1010.5,12.1,27.0
21.6,47.8,57.25,19.6,65.2,1015.9,2.37,50.2
43.43,33.58,27.18,33.1,48.8,995.4,2.85,45.5
36.91,68.6,21.65,20.6,88.0,1003.5,0.22,53.5
49.46,28.71,43.83,8.5,40.3,1024.1,7.02,26.7
19.56,87.31,22.8,33.7,60.8,1011.7,5.65,36.2
56.66,58.34,20.7,35.6,100.2,989.9,4.79,40.2
52.97,57.36,31.8,22.9,54.3,1014.2,0.32,63.3
46.5,31.73,54.79,26.7,28.9,1010.5,9.38,41.9
48.79,51.67,36.7,3.0,75.9,1001.4,11.08,43.6
